Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Link,Consumo Urbano,Filtro de partículas,Sub-modelo,Consumo Extra Urbano,Consumo Combinado,Emissões CO2,IUC,Inspecção válida até,Garantia de Fábrica até,ou até,IVA Discriminado,Clássico,Autonomia Máxima,Autonomia,Bateria,Gancho de Reboque,Consumo,Capacidade da bateria,Site,Portugal,Data
Profissional,Peugeot,2008,1.2 PureTech Allure EAT6,Gasolina,Dezembro,2018,65 000 km,1 199 cm3,110 cv,,Sim,Sim,SUV / TT,Vermelho,Metalizado,Automática,6,5,5,Classe 1,Tracção dianteira,36 Meses,1,Nacional,Sim,,Sim,Usados,18 490        EUR,8089828918,11 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-allure-eat6-ID8Pu63A.html,"6,60 l/100km",,,5 l/100km,,154 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Particular,SEAT,Leon,1.6 TDI FR S/S,Diesel,Outubro,2017,144 500 km,1 598 cm3,115 cv,,,,Utilitário,Cinzento,,Manual,5,5,5,,Tracção dianteira,,,,,,,Usados,15 400        EUR,8090583957,11 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-1-6-tdi-fr-s-s-ID8PxgtD.html,"4,80 l/100km",,,"3,90 l/100km",,127 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mercedes-Benz,A 180,,Diesel,Novembro,2018,92 000 km,1 461 cm3,116 cv,,Sim,Sim,Utilitário,Cinzento,,Automática,7,5,5,Classe 1,,18 Meses,,,,Sim,Sim,Usados,25 990        EUR,8090373830,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-ID8PvnOu.html,,,Classe A,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Renault,Mégane Sport Tourer,1.6 dCi Bose Edition SS,Diesel,Agosto,2017,102 621 km,1 598 cm3,130 cv,Sim,Sim,Sim,Carrinha,Azul,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,17 490        EUR,8090581576,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-6-dci-bose-edition-ss-ID8PxfRe.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Kia,Ceed,1.0 T-GDI GT Line,Gasolina,Outubro,2020,7 000 km,998 cm3,120 cv,Sim,Sim,Sim,Utilitário,Cinzento,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,48 Meses,1,Nacional,Sim,Sim,Sim,Usados,20 780        EUR,8089390613,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/kia-ceed-1-0-t-gdi-gt-line-ID8Psg29.html,"6,50 l/100km",,,,,,,,09/09/2027,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Toyota,C-HR,1.8 HSD Comfort,Híbrido (Gasolina),Janeiro,2020,74 000 km,1 798 cm3,122 cv,,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,5,Classe 1,Tracção dianteira,36 Meses,1,Nacional,Sim,Sim,Sim,Usados,27 290        EUR,8089924977,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/toyota-c-hr-1-8-hsd-comfort-ID8Puw2W.html,"3,40 l/100km",,,4 l/100km,,109 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Particular,VW,Golf Variant,1.0 TSI OPF Join,Gasolina,Fevereiro,2019,80 000 km,999 cm3,115 cv,,,,Carrinha,Cinzento,Metalizado,Manual,,5,,,,,,,,,,Usados,19 500        EUR,8090481796,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-variant-1-0-tsi-opf-join-ID8PvPTS.html,"5,60 l/100km",Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mercedes-Benz,CLA 200,d Urban,Diesel,Dezembro,2017,155 000 km,2 143 cm3,136 cv,Sim,Sim,Sim,Carrinha,Azul,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,18 Meses,1,,Sim,Sim,Sim,Usados,24 998        EUR,8086514779,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-d-urban-ID8PgbTJ.html,,Sim,Classe CLA,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,MINI,John Cooper Works,,Gasolina,Abril,2011,202 600 km,1 598 cm3,211 cv,Sim,Sim,Sim,Citadino,Preto,Metalizado,Manual,6,3,4,Classe 1,Tracção dianteira,18 Meses,1,,Sim,Sim,Sim,Usados,18 498        EUR,8087256147,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-john-cooper-works-ID8PjiLh.html,"9,20 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,VW,Passat Variant,2.0 TDi Confortline DSG,Diesel,Dezembro,2018,100 000 km,1 968 cm3,150 cv,Sim,Sim,Sim,Carrinha,Preto,Metalizado,Automática,7,5,5,Classe 1,,18 Meses,1,Nacional,Sim,,Sim,Usados,22 950        EUR,8090586745,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-passat-variant-2-0-tdi-confortline-dsg-ID8PxhcB.html,,Sim,,,,113 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,BMW,i3,120Ah,Eléctrico,Fevereiro,2019,40 023 km,,170 cv,Sim,,Sim,Utilitário,Castanho,Metalizado,Automática,,5,4,Classe 1,,36 Meses,1,Importado,,Sim,Sim,Usados,28 490        EUR,8090221642,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-i3-120ah-ID8PwKdQ.html,,,Série i,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,BMW,116,d Advantage,Diesel,Maio,2020,75 000 km,1 496 cm3,116 cv,,Sim,Sim,Utilitário,Cinzento,,Manual,6,5,5,Classe 1,,36 Meses,1,Nacional,Sim,,,Usados,27 250        EUR,8087610104,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-advantage-ID8PkMQg.html,,Sim,Série 1,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mercedes-Benz,A 180,d Style Aut.,Diesel,Outubro,2017,147 000 km,1 461 cm3,109 cv,Sim,Sim,Sim,Utilitário,Cinzento,,Automática,7,5,5,,,36 Meses,1,Nacional,Sim,Sim,,Usados,22 990        EUR,8090325526,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-style-aut-ID8Pvbfo.html,,Sim,Classe A,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mercedes-Benz,E 350,BlueTEC Auto,Diesel,Junho,2014,290 000 km,2 987 cm3,251 cv,Sim,Sim,Sim,Coupé,Preto,Metalizado,Automática,,2,,,,36 Meses,,,,,,Usados,26 998        EUR,8090282002,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-350-bluetec-auto-ID8PwZWo.html,7 l/100km,,Classe E,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mercedes-Benz,E 350,BlueTEC Auto,Diesel,Abril,2014,289 000 km,2 987 cm3,258 cv,Sim,Sim,Sim,Coupé,Preto,Metalizado,Automática,7,2,4,Classe 1,Tracção traseira,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,24 998        EUR,8089510647,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-350-bluetec-auto-ID8PsLgb.html,"6,20 l/100km",Sim,Classe E,,,,665 €,25/04/2024,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mazda,CX-3,1.5 Sky.Excellence Navi,Diesel,Março,2016,69 400 km,1 499 cm3,105 cv,,Sim,Sim,SUV / TT,Branco,,Manual,,5,5,,,18 Meses,,Nacional,,,Sim,Usados,17 900        EUR,8090154035,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mazda-cx-3-1-5-sky-excellence-navi-ID8PwsDp.html,,Sim,,,,105 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,SEAT,Ibiza,1.0 TSI Style DSG,Gasolina,Abril,2022,30 600 km,999 cm3,110 cv,,Sim,Sim,Citadino,Preto,,Automática,,5,5,,,36 Meses,,Nacional,,,Sim,Usados,21 900        EUR,8090154037,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-0-tsi-style-dsg-ID8PwsDr.html,,,,,,126 g/km,,,01/01/0001,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Renault,Mégane,ENERGY TCe 100 INTENS,Gasolina,Janeiro,2018,62 551 km,1 197 cm3,100 cv,Sim,Sim,Sim,Utilitário,Preto,Metalizado,Manual,,5,5,Classe 1,,18 Meses,1,Importado,Sim,,Sim,Usados,15 970        EUR,8090569566,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-energy-tce-100-intens-ID8PxcJv.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Nissan,Micra,1.0 IG-T Acenta,Gasolina,Julho,2022,28 097 km,999 cm3,92 cv,Sim,,,Utilitário,Branco,,Manual,,5,5,,,36 Meses,,Nacional,,,,Usados,16 990        EUR,8089957581,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-micra-1-0-ig-t-acenta-ID8PuDvN.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Kia,e-Soul,EV,Eléctrico,Dezembro,2016,115 171 km,,110 cv,Sim,,,Citadino,Branco,,Automática,,5,5,,,36 Meses,,Nacional,,,,Usados,18 490        EUR,8089852005,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/kia-e-soul-ev-ID8Puc3X.html,,,,,,,,,12/09/2026,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Peugeot,2008,1.5 BlueHDi GT EAT8,Diesel,Março,2022,39 691 km,1 499 cm3,130 cv,Sim,,Sim,SUV / TT,Cinzento,,Automática,8,5,5,,Tracção dianteira,18 Meses,,Nacional,Sim,Sim,,Usados,29 990        EUR,8089591385,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-5-bluehdi-gt-eat8-ID8Pt6gp.html,,,,,,144 g/km,,,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Peugeot,508 SW,1.6 BlueHDi Access P.Business J17,Diesel,Março,2018,95 926 km,1 560 cm3,120 cv,Sim,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,6,5,5,Classe 1,,18 Meses,1,Nacional,Sim,,Sim,Usados,17 970        EUR,8090517490,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-sw-1-6-bluehdi-access-p-business-j17-ID8PvZbA.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Renault,Mégane,BLUE dCi 115 BUSINESS EDITION,Diesel,Outubro,2020,89 659 km,1 461 cm3,115 cv,Sim,Sim,Sim,Sedan,Branco,Metalizado,Manual,6,5,5,Classe 1,,18 Meses,,Importado,,Sim,,Usados,19 500        EUR,8090251911,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-blue-dci-115-business-edition-ID8PwS63.html,,Sim,,,,101 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Toyota,C-HR,1.8 HSD Comfort+P.Style,Híbrido (Gasolina),Julho,2017,74 407 km,1 798 cm3,122 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,5,Classe 1,,18 Meses,,Importado,,Sim,,Usados,21 900        EUR,8090251900,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/toyota-c-hr-1-8-hsd-comfort-p-style-ID8PwS5S.html,,,,,,87 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Renault,Mégane Sport Tourer,BLUE dCi 115 EDC INTENS,Diesel,Novembro,2020,121 162 km,1 461 cm3,115 cv,Sim,Sim,Sim,Carrinha,Preto,Metalizado,Automática,,5,5,Classe 1,,18 Meses,,Importado,,Sim,,Usados,21 500        EUR,8090020075,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-blue-dci-115-edc-intens-ID8PuTML.html,,Sim,,,,106 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mercedes-Benz,A 180,d Style Plus Aut.,Diesel,Julho,2018,162 119 km,1 461 cm3,116 cv,Sim,Sim,Sim,Sedan,Preto,Metalizado,Automática,,5,5,Classe 1,,18 Meses,,Importado,,Sim,,Usados,23 500        EUR,8089913898,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-style-plus-aut-ID8Pusae.html,,Sim,Classe A,,,106 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Peugeot,208,1.5 BlueHDi Active Pack,Diesel,Maio,2023,5 000 km,1 499 cm3,102 cv,Sim,,,Utilitário,Preto,,Manual,,5,5,,,36 Meses,,Nacional,,,,Usados,24 800        EUR,8090067432,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-5-bluehdi-active-pack-ID8Pw66A.html,,,,,"4,10 l/100km",,,,12/09/2026,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Renault,Clio,1.5 Blue dCi Zen,Diesel,Novembro,2020,75 781 km,1 461 cm3,100 cv,,,Sim,Citadino,Laranja,Metalizado,Manual,6,5,5,Classe 1,,18 Meses,,,,Sim,Sim,Usados,18 400        EUR,8089346988,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-blue-dci-zen-ID8Ps4Gv.html,,Sim,,,,,,01/11/2024,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Renault,Captur,1.5 dCi Exclusive,Diesel,Junho,2018,94 004 km,1 461 cm3,110 cv,,,Sim,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,Classe 1,,18 Meses,,,,Sim,Sim,Usados,18 400        EUR,8087106220,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-1-5-dci-exclusive-ID8PiFL6.html,,Sim,,,,,,01/07/2024,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,BMW,216 Active Tourer,d Line Sport,Diesel,Março,2019,31 520 km,1 496 cm3,116 cv,,,Sim,Carrinha,Azul,Metalizado,Manual,6,5,5,Classe 1,,18 Meses,,,,Sim,Sim,Usados,25 900        EUR,8084632350,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-216-active-tourer-d-line-sport-ID8P8ibY.html,,Sim,Série 2,,,,,01/03/2023,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Fiat,500C,1.0 Hybrid Dolcevita,Gasolina,Novembro,2022,23 km,999 cm3,70 cv,,Sim,Sim,Cabrio,Laranja,,Manual,,2,4,,,18 Meses,,,,Sim,Sim,Usados,25 950        EUR,8089343767,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500c-1-0-hybrid-dolcevita-ID8Ps3Qz.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Peugeot,308,,Diesel,Março,2017,89 000 km,1 997 cm3,180 cv,Sim,Sim,Sim,Utilitário,Preto,Metalizado,Automática,6,5,5,Classe 1,Tracção dianteira,18 Meses,1,Importado,Sim,Sim,Sim,Usados,18 990        EUR,8087568352,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-ID8PkBYQ.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Jaguar,XE,2.0 D R-Sport Aut.,Diesel,Agosto,2016,155 000 km,1 999 cm3,180 cv,,Sim,Sim,Sedan,Branco,Pérola,Automática,,4,5,,,18 Meses,,,,Sim,Sim,Usados,24 750        EUR,8089528227,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-xe-2-0-d-r-sport-aut-ID8PsPPJ.html,,,,,,111 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake Urban,Diesel,Maio,2017,99 000 km,1 461 cm3,109 cv,Sim,Sim,Sim,Carrinha,Cinzento,,Manual,6,5,5,Classe 1,,18 Meses,,Nacional,Sim,,Sim,Usados,23 900        EUR,8090448611,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-urban-ID8PvHgD.html,,Sim,Classe CLA,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Citroën,C4 Grand Picasso,1.6 BlueHDi Intensive EAT6 J17,Diesel,Março,2016,146 081 km,1 560 cm3,120 cv,Sim,Sim,Sim,Monovolume,Azul,Metalizado,Automática,6,5,7,Classe 1,,18 Meses,1,Importado,Sim,,Sim,Usados,16 970        EUR,8090565761,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-grand-picasso-1-6-bluehdi-intensive-eat6-j17-ID8PxbK9.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mercedes-Benz,E 250,BlueTEC Avantgarde Auto.,Diesel,Novembro,2015,126 500 km,2 143 cm3,204 cv,Sim,Sim,Sim,Sedan,Preto,Metalizado,Automática,9,5,5,Classe 1,Tracção traseira,18 Meses,1,Nacional,Sim,,Sim,Usados,27 990        EUR,8089711014,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-250-bluetec-avantgarde-auto-ID8PtBnU.html,"5,50 l/100km",,Classe E,"4,20 l/100km",,128 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mercedes-Benz,A 200,d AMG Line Aut.,Diesel,Maio,2017,113 500 km,2 143 cm3,136 cv,Sim,Sim,Sim,Utilitário,Cinzento,Metalizado,Automática,7,5,5,Classe 1,Tracção dianteira,18 Meses,,Nacional,Sim,Sim,Sim,Usados,25 500        EUR,8089851701,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-d-amg-line-aut-ID8PubZ3.html,"5,20 l/100km",Sim,Classe A,"3,40 l/100km",,105 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Renault,Captur,TCe 140 GPF INTENS,Gasolina,Maio,2021,83 500 km,1 333 cm3,140 cv,,Sim,Sim,SUV / TT,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,18 Meses,1,Importado,Sim,Sim,Sim,Usados,23 990        EUR,8090253150,7 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-tce-140-gpf-intens-ID8PwSq2.html,,,,,,,,,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Opel,Astra Sports Tourer,1.6 CDTi Executive S/S,Diesel,Abril,2016,142 142 km,1 598 cm3,136 cv,Sim,,,Carrinha,Preto,Metalizado,Manual,,5,5,,,36 Meses,,,,,,Usados,15 400        EUR,8090257894,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-astra-sports-tourer-1-6-cdti-executive-s-s-ID8PwTEy.html,,,,,,,,,01/01/0001,,,,,,,,,,StandVirtual,Yes,2023-09-12
Particular,BMW,318,d Touring Line Sport,Diesel,Novembro,2015,195 000 km,1 995 cm3,150 cv,Sim,,,Carrinha,Azul,Metalizado,Manual,6,5,5,Classe 1,Tracção traseira,,1,Nacional,Sim,Sim,Sim,Usados,16 500        EUR,8090570255,9 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-d-touring-line-sport-ID8PxcUD.html,,,Série 3,,,135 g/km,,15/11/2023,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Peugeot,308 SW,1.2 PureTech Allure Full LED,Gasolina,Junho,2019,128 300 km,1 199 cm3,130 cv,Sim,Sim,Sim,Carrinha,Cinzento,,Manual,6,5,5,Classe 1,,18 Meses,,Importado,,Sim,,Usados,15 900        EUR,8090448559,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-2-puretech-allure-full-led-ID8PvHfN.html,,,,,,106 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Renault,Talisman,1.5 dCi Zen P.Business,Diesel,Dezembro,2017,90 540 km,1 461 cm3,110 cv,Sim,Sim,Sim,Sedan,Preto,Metalizado,Manual,6,4,5,Classe 1,Tracção dianteira,18 Meses,1,,Sim,Sim,Sim,Usados,17 490        EUR,8089390646,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-talisman-1-5-dci-zen-p-business-ID8Psg2G.html,,Sim,,,,,"154,12 €",,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Citroën,C3 Aircross,1.6 BlueHDi Feel,Diesel,Maio,2018,70 250 km,1 560 cm3,100 cv,Sim,Sim,Sim,Monovolume,Cinzento,,Manual,,5,5,Classe 1,,18 Meses,,Nacional,,Sim,,Usados,16 450        EUR,8090514351,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c3-aircross-1-6-bluehdi-feel-ID8PvYmX.html,"4,60 l/100km",,,"3,70 l/100km",4 l/100km,101 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mazda,BT-50,,Diesel,Junho,2010,202 000 km,2 500 cm3,140 cv,Sim,,,SUV / TT,Preto,,Manual,5,4,3,,,18 Meses,,Nacional,,,Sim,Usados,17 400        EUR,8090102940,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mazda-bt-50-ID8Pwfli.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Particular,Abarth,595,1.4 T-Jet Competizione,Gasolina,Agosto,2017,90 000 km,1 368 cm3,180 cv,,,,Citadino,Vermelho,Metalizado,Manual,,3,,,,,,,,,,Usados,23 990        EUR,8090386278,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/abarth-595-1-4-t-jet-competizione-ID8Pvr3g.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Nissan,Leaf,40 kWh Acenta,Eléctrico,Abril,2019,50 069 km,,150 cv,Sim,Sim,Sim,Utilitário,Branco,Metalizado,Automática,,5,5,Classe 1,Tracção dianteira,36 Meses,1,,Sim,Sim,Sim,Usados,20 900        EUR,8090449122,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-leaf-40-kwh-acenta-ID8PvHoS.html,,,,,,,,,,,Sim,,,,Própria,,,,StandVirtual,Yes,2023-09-12
Profissional,Renault,Kadjar,1.5 dCi Black Edition,Diesel,Setembro,2019,35 000 km,1 461 cm3,115 cv,Sim,Sim,Sim,SUV / TT,Azul,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,23 250        EUR,8090153530,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-kadjar-1-5-dci-black-edition-ID8Pwswg.html,"4,90 l/100km",,,4 l/100km,,136 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Renault,Mégane,BLUE dCi 115 ZEN,Diesel,Junho,2020,116 000 km,1 461 cm3,115 cv,Sim,Sim,Sim,Utilitário,Branco,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,18 Meses,,Importado,Sim,,Sim,Usados,17 900        EUR,8090065094,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-blue-dci-115-zen-ID8Pw5uS.html,"4,50 l/100km",Sim,,"3,60 l/100km",,104 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Renault,Mégane Sport Tourer,1.5 Blue dCi Limited,Diesel,Julho,2019,101 000 km,1 461 cm3,115 cv,,Sim,Sim,Carrinha,Preto,,Manual,6,5,5,,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,17 950        EUR,8090586734,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-blue-dci-limited-ID8Pxhcq.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Nissan,Qashqai,,Diesel,Outubro,2020,58 500 km,1 461 cm3,110 cv,Sim,Sim,,SUV / TT,Vermelho,Metalizado,Manual,6,5,5,Classe 1,,36 Meses,1,Nacional,,,,Usados,23 700        EUR,8090337238,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-ID8Pveii.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Dacia,Jogger,1.0 ECO-G Comfort 7L Bi-Fuel,Gasolina,Janeiro,2023,55 058 km,999 cm3,101 cv,Sim,Sim,Sim,Monovolume,Branco,,Manual,6,5,7,,,18 Meses,,Nacional,Sim,,Sim,Usados,21 900        EUR,8090448448,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/dacia-jogger-1-0-eco-g-comfort-7l-bi-fuel-ID8PvHe0.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Peugeot,208,1.2 PureTech Active Pack,Gasolina,Novembro,2021,32 000 km,1 199 cm3,75 cv,,Sim,Sim,Citadino,Cinzento,Metalizado,Manual,5,5,5,,,36 Meses,,Nacional,,Sim,Sim,Usados,17 950        EUR,8088747450,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-active-pack-ID8PpyIy.html,"4,80 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Peugeot,3008,1.5 BlueHDi Active Pack,Diesel,Fevereiro,2020,58 000 km,1 499 cm3,130 cv,,Sim,Sim,Monovolume,Preto,,Manual,6,5,5,Classe 1,Tracção dianteira,36 Meses,1,Nacional,Sim,Sim,Sim,Usados,28 950        EUR,8090063873,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-pack-ID8Pw5bb.html,"4,40 l/100km",,,"3,60 l/100km",,130 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Peugeot,208,1.2 PureTech Style,Gasolina,Abril,2019,34 955 km,1 199 cm3,82 cv,,Sim,Sim,Utilitário,Branco,,Manual,5,5,5,Classe 1,Tracção dianteira,36 Meses,1,Nacional,,Sim,Sim,Usados,15 450        EUR,8090063797,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-style-ID8Pw59X.html,"5,50 l/100km",,,"3,90 l/100km",,104 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,BMW,118,d Pack M,Diesel,Fevereiro,2013,139 784 km,1 995 cm3,143 cv,Sim,Sim,Sim,Cabrio,Branco,,Manual,6,3,5,Classe 1,Tracção traseira,36 Meses,,,,,,Usados,16 500        EUR,8090295335,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-118-d-pack-m-ID8Pv3or.html,"5,40 l/100km",Sim,Série 1,"3,80 l/100km",,115 g/km,,,,,,,,,,1,,,StandVirtual,Yes,2023-09-12
