Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Tracção,Emissões CO2,IUC,Inspecção válida até,Origem,Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Consumo Extra Urbano,Condição,VIN,Preco,ID Anuncio,Data Anuncio,Link,Valor Fixo,IVA Discriminado,Possibilidade de financiamento,Classe do veículo,Garantia de Stand (incl. no preço),Registo(s),Sub-modelo,Garantia de Fábrica até,ou até,Autonomia Máxima,Autonomia,Capacidade da bateria,Bateria,Consumo Combinado,Consumo,Site,Portugal,Data
Particular,Fiat,500,1.2 Lounge,Gasolina,Março,2018,40 000 km,1 242 cm3,69 cv,Citadino,Vermelho,Metalizado,Manual,5,3,4,Tracção dianteira,129 g/km,"108,32 €",10 Março 2024,Nacional,Sim,Sim,Sim,"5,90 l/100km","4,40 l/100km",Usados,Mostrar VIN,12 149,8090841175,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-lounge-ID8Pyloj.html,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Peugeot,308 SW,1.5 BlueHDi Style,Diesel,Agosto,2018,222 620 km,1 499 cm3,130 cv,Carrinha,Preto,,Manual,6,5,5,Tracção dianteira,,,,Nacional,Sim,Sim,,,,Usados,,10 990,8091841163,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-style-ID8PCxx9.html,Sim,Sim,Sim,Classe 1,18 Meses,1,,,,,,,,,,StandVirtual,Yes,2024-03-07
Particular,Nissan,Qashqai,,Diesel,Dezembro,2014,193 000 km,1 461 cm3,115 cv,SUV / TT,Preto,,Manual,,5,,,,,,Importado,,Sim,Sim,"4,20 l/100km",,Usados,,12 000,8091238310,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-ID8PA0HI.html,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Particular,Peugeot,308 SW,1.6 BlueHDi Active,Diesel,Março,2017,158 000 km,1 560 cm3,100 cv,Carrinha,Cinzento,,Manual,,5,,,,,,,,,,"4,30 l/100km",,Usados,,10 950,8091937830,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-6-bluehdi-active-ID8PCVGi.html,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Nissan,Micra,,Gasolina,Fevereiro,2019,90 111 km,999 cm3,101 cv,Utilitário,Vermelho,Metalizado,Manual,5,5,5,,,,1 Fevereiro 2025,,Sim,Sim,Sim,,,Usados,Mostrar VIN,12 990,8090901704,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-micra-ID8PyB8A.html,Sim,,Sim,Classe 1,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Particular,Opel,Astra Sports Tourer,1.6 CDTi Cosmo S/S,Diesel,Outubro,2014,113 000 km,1 598 cm3,136 cv,Carrinha,Preto,Metalizado,Manual,6,5,5,Tracção dianteira,104 g/km,,31 Outubro 2024,Nacional,Sim,Sim,Sim,"4,60 l/100km","3,60 l/100km",Usados,,13 500,8091002053,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-astra-sports-tourer-1-6-cdti-cosmo-s-s-ID8Pz1f7.html,,,,Classe 1,,1,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Renault,Clio Sport Tourer,Energy dCi 110 Bose Edition,Diesel,Junho,2018,156 500 km,1 461 cm3,110 cv,Carrinha,Preto,Metalizado,Manual,,5,,,,,,,Sim,,Sim,"3,80 l/100km",,Usados,,14 900,8090961698,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-sport-tourer-energy-dci-110-bose-edition-ID8PyQKe.html,Sim,,Sim,,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Renault,Captur,1.5 dCi Sport,Diesel,Junho,2014,110 632 km,1 461 cm3,90 cv,Utilitário,Cinzento,Metalizado,Manual,5,5,5,,,,,Nacional,,Sim,Sim,,,Usados,,12 950,8091894334,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-captur-1-5-dci-sport-ID8PCLmK.html,,,Sim,Classe 1,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Fiat,Tipo Cross,1.0 GSE T3,Gasolina,Maio,2021,85 303 km,999 cm3,101 cv,Carrinha,Cinzento,Metalizado,Manual,5,5,5,,,,1 Maio 2025,Importado,Sim,Sim,Sim,,,Usados,Mostrar VIN,14 990,8091407459,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-tipo-cross-1-0-gse-t3-ID8PAIHW.html,Sim,Sim,Sim,,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Renault,Kadjar,1.5 dCi Exclusive,Diesel,Março,2017,154 206 km,1 461 cm3,110 cv,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,,99 g/km,,1 Março 2025,,Sim,Sim,Sim,,,Usados,Mostrar VIN,14 990,8089765071,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-kadjar-1-5-dci-exclusive-ID8PtPrN.html,Sim,,Sim,Classe 1,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Particular,Dacia,Dokker,1.5 dCi Confort,Diesel,Dezembro,2018,155 513 km,1 461 cm3,90 cv,Monovolume,Branco,Metalizado,Manual,,6,5,,,,,,,,,,,Usados,,13 000,8091875359,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/dacia-dokker-1-5-dci-confort-ID8PCGqH.html,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Peugeot,108,1.0 e-VTi Allure,Gasolina,Dezembro,2014,130 000 km,998 cm3,69 cv,Citadino,Cinzento,,Manual,5,5,4,Tracção dianteira,88 g/km,,,Nacional,,,,"4,50 l/100km","3,40 l/100km",Usados,Mostrar VIN,9 950,8091921012,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-108-1-0-e-vti-allure-ID8PCSj2.html,,,,,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Dacia,Logan,0.9 TCe Confort,Gasolina,Dezembro,2019,34 611 km,898 cm3,90 cv,Sedan,Cinzento,Metalizado,Manual,,4,5,,,,,,,,,,,Usados,,13 999,8090604120,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/dacia-logan-0-9-tce-confort-ID8PxlIQ.html,Sim,,Sim,,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Renault,Captur,0.9 TCE Exclusive,Gasolina,Maio,2018,123 755 km,898 cm3,90 cv,Utilitário,Preto,Metalizado,Manual,5,5,5,,,,,,,,,,,Usados,,14 990,8091407470,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-captur-0-9-tce-exclusive-ID8PAII6.html,Sim,Sim,Sim,Classe 1,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Toyota,Auris Touring Sports,,Diesel,Maio,2014,187 947 km,1 364 cm3,90 cv,Carrinha,Cinzento,Metalizado,Manual,6,5,5,,,,,Nacional,,,,,,Usados,,12 990,8089765073,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-auris-touring-sports-ID8PtPrP.html,Sim,,Sim,Classe 1,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Limited,Diesel,Setembro,2016,153 682 km,1 461 cm3,110 cv,Carrinha,Preto,Metalizado,Manual,6,5,5,,,,,Nacional,,,Sim,,,Usados,,13 990,8091537220,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-limited-ID8PBgsQ.html,Sim,,Sim,Classe 1,36 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Citroën,C3,1.2 PureTech Shine EAT6,Gasolina,Maio,2021,111 925 km,1 199 cm3,110 cv,Citadino,Preto,Metalizado,Automática,,5,5,,,,1 Maio 2025,,Sim,Sim,Sim,,,Usados,Mostrar VIN,14 990,8090215859,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-shine-eat6-ID8PwIIz.html,Sim,Sim,Sim,Classe 1,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Renault,Clio,1.5 dCi Limited,Diesel,Abril,2019,103 996 km,1 461 cm3,90 cv,Citadino,Branco,,Manual,,5,,,,,,Nacional,,,,,,Usados,,14 499,8090610012,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-dci-limited-ID8PxnfS.html,Sim,,Sim,,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Peugeot,308,1.6 BlueHDi Active,Diesel,Fevereiro,2018,163 150 km,1 560 cm3,120 cv,Utilitário,Branco,,Manual,6,5,5,,,,,,,,,,,Usados,,12 990,8091153701,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-6-bluehdi-active-ID8PzEH3.html,Sim,Sim,Sim,,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Peugeot,508 SW,1.6 BlueHDi Active EAT6,Diesel,Novembro,2015,144 280 km,1 560 cm3,120 cv,Carrinha,Castanho,,Automática,6,5,5,Tracção dianteira,108 g/km,,,,Sim,Sim,Sim,"4,70 l/100km","3,80 l/100km",Usados,Mostrar VIN,12 945,8089996577,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-508-sw-1-6-bluehdi-active-eat6-ID8PuNFL.html,Sim,Sim,Sim,,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Citroën,C1,1.0 VTi Feel,Gasolina,Outubro,2020,72 105 km,998 cm3,72 cv,Utilitário,Vermelho,,Manual,5,5,4,,,,,,,,,,,Usados,,10 950,8090366362,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c1-1-0-vti-feel-ID8PvlS2.html,Sim,,Sim,Classe 1,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Peugeot,308,1.2 PureTech Business Line,Gasolina,Abril,2019,149 891 km,1 199 cm3,110 cv,Utilitário,Cinzento,,Manual,6,5,5,,,,1 Abril 2024,,Sim,Sim,Sim,,,Usados,,12 990,8089772589,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-2-puretech-business-line-ID8PtRp3.html,Sim,,Sim,Classe 1,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,SEAT,Ibiza,SC 1.0 EcoTSI FR,Gasolina,Junho,2017,75 783 km,999 cm3,95 cv,Utilitário,Prateado,Metalizado,Manual,5,3,5,Tracção dianteira,101 g/km,,1 Junho 2024,Nacional,Sim,Sim,Sim,"5,10 l/100km","3,80 l/100km",Usados,Mostrar VIN,12 990,8091155298,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-ibiza-sc-1-0-ecotsi-fr-ID8PzF6O.html,Sim,,Sim,,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Fiat,500,1.0 Hybrid Dolcevita,Gasolina,Junho,2021,72 500 km,999 cm3,70 cv,Pequeno citadino,Branco,,Manual,6,3,4,,,,1 Junho 2025,,Sim,Sim,Sim,,,Usados,Mostrar VIN,12 990,8091407476,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500-1-0-hybrid-dolcevita-ID8PAIIc.html,Sim,Sim,Sim,Classe 1,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Citroën,C3,1.2 PureTech Shine,Gasolina,Junho,2014,129 000 km,1 199 cm3,83 cv,Citadino,Cinzento,,Manual,5,5,,Tracção dianteira,123 g/km,,,,,,,,,Usados,,9 500,8091038291,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-shine-ID8PzaFB.html,,,,,36 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,SEAT,Leon,1.0 EcoTSI Style S/S,Gasolina,Junho,2020,141 082 km,999 cm3,115 cv,Utilitário,Cinzento,Metalizado,Manual,6,5,5,,,,,,,,,,,Usados,,13 990,8091407439,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-leon-1-0-ecotsi-style-s-s-ID8PAIHB.html,Sim,Sim,Sim,Classe 1,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Ford,Fiesta,1.0 EcoBoost Connected,Gasolina,Agosto,2020,55 608 km,998 cm3,95 cv,Citadino,Cinzento,Metalizado,Manual,6,5,5,,,,1 Agosto 2024,,Sim,Sim,Sim,,,Usados,,13 990,8088720660,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-fiesta-1-0-ecoboost-connected-ID8PprKs.html,Sim,Sim,Sim,,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Renault,Mégane,1.5 Blue dCi Zen,Diesel,Fevereiro,2020,140 412 km,1 461 cm3,115 cv,Utilitário,Preto,Metalizado,Manual,6,5,5,,,,,,Sim,Sim,Sim,,,Usados,,14 990,8089390248,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-5-blue-dci-zen-ID8PsfVg.html,Sim,Sim,,,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Opel,Astra Sports Tourer,1.6 CDTI Business Edition S/S,Diesel,Novembro,2016,130 497 km,1 598 cm3,110 cv,Carrinha,Cinzento,Metalizado,Manual,6,5,5,,,,,Nacional,,,Sim,,,Usados,,11 990,8091406039,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-astra-sports-tourer-1-6-cdti-business-edition-s-s-ID8PAIl1.html,Sim,,Sim,Classe 1,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Ford,Focus,1.0 EcoBoost Business,Gasolina,Agosto,2019,52 893 km,998 cm3,100 cv,Utilitário,Cinzento,,Manual,6,5,,Tracção dianteira,126 g/km,,,,,,,"5,80 l/100km","4,10 l/100km",Usados,Mostrar VIN,14 990,8091249252,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-focus-1-0-ecoboost-business-ID8PA3yc.html,Sim,Sim,Sim,,36 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Mercedes-Benz,B 160,CDi Fleet Pack,Diesel,Setembro,2014,162 667 km,1 461 cm3,90 cv,Utilitário,Cinzento,Metalizado,Manual,6,5,5,,108 g/km,,1 Setembro 2024,,Sim,Sim,Sim,,,Usados,Mostrar VIN,13 990,8090901702,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-160-cdi-fleet-pack-ID8PyB8y.html,Sim,,Sim,,18 Meses,,Classe B,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Mitsubishi,Space Star,1.2 Intense Connect Edition,Gasolina,Março,2023,19 000 km,1 193 cm3,71 cv,Utilitário,Branco,Metalizado,Manual,5,5,5,Tracção dianteira,116 g/km,,,Nacional,Sim,,Sim,"5,30 l/100km","4,40 l/100km",Usados,Mostrar VIN,14 250,8091601721,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mitsubishi-space-star-1-2-intense-connect-edition-ID8PBxfb.html,,,,,36 Meses,,,15 Março 2028,100 000 km,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Toyota,Aygo,1.0 X-Clusiv Red,Gasolina,Julho,2021,58 988 km,998 cm3,72 cv,Citadino,Vermelho,Metalizado,Manual,5,5,4,,,,,,Sim,Sim,Sim,"4,90 l/100km",,Usados,,13 995,8091802923,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-aygo-1-0-x-clusiv-red-ID8PCnAn.html,Sim,Sim,Sim,Classe 1,18 Meses,1,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Citroën,C3 Aircross,1.2 PureTech Feel EAT6,Gasolina,Agosto,2019,123 675 km,1 199 cm3,110 cv,Monovolume,Branco,,Automática,,5,5,,,,,,,,Sim,,,Usados,,14 990,8091407449,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-aircross-1-2-puretech-feel-eat6-ID8PAIHL.html,Sim,Sim,Sim,,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Renault,Clio,1.5 dCi Zen,Diesel,Junho,2018,140 321 km,1 461 cm3,75 cv,Citadino,Prateado,,Manual,5,5,,Tracção dianteira,85 g/km,,1 Janeiro 2026,,Sim,Sim,Sim,"4,40 l/100km","3,60 l/100km",Usados,Mostrar VIN,11 990,8091249232,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-dci-zen-ID8PA3xS.html,Sim,Sim,Sim,,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Ford,Fiesta,1.1 Ti-VCT Connected,Gasolina,Setembro,2020,70 080 km,1 084 cm3,75 cv,Citadino,Vermelho,Metalizado,Manual,5,5,5,,,,,,,,,,,Usados,,11 990,8091407451,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-fiesta-1-1-ti-vct-connected-ID8PAIHN.html,Sim,Sim,Sim,Classe 1,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Fiat,500,1.0 Hybrid,Gasolina,Janeiro,2023,21 081 km,999 cm3,70 cv,Citadino,Branco,,Manual,,3,4,,,,,Nacional,,,Sim,,,Usados,,14 450,8091958778,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500-1-0-hybrid-ID8PD28a.html,Sim,,,,36 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Fiat,Panda,1.2 Lounge 118g,Gasolina,Outubro,2019,64 000 km,1 242 cm3,69 cv,Utilitário,Branco,,Manual,5,5,5,Tracção dianteira,118 g/km,108 €,15 Outubro 2025,Nacional,Sim,Sim,Sim,"6,70 l/100km","4,30 l/100km",Usados,Mostrar VIN,9 980,8091606022,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-panda-1-2-lounge-118g-ID8PBymy.html,,,,Classe 1,18 Meses,1,,,,850 km,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Nissan,Juke,1.2 DIG-T N-Co P.Ext.1 Yellow S.,Gasolina,Março,2017,144 133 km,1 197 cm3,115 cv,SUV / TT,Preto,,Manual,6,5,5,Tracção dianteira,,,2 Março 2025,Importado,,,Sim,,,Usados,,14 900,8090987201,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-juke-1-2-dig-t-n-co-p-ext-1-yellow-s-ID8PyXnz.html,,,,Classe 1,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Particular,Volvo,V40 Cross Country,D2 Powershift,Diesel,Dezembro,2014,159 000 km,1 560 cm3,115 cv,Sedan,Preto,Metalizado,Automática,6,5,5,Tracção dianteira,108 g/km,145 €,,,Sim,,Sim,"4,50 l/100km","3,90 l/100km",Usados,,14 590,8089628482,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v40-cross-country-d2-powershift-ID8PtfUK.html,,,,Classe 1,,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Peugeot,308,1.2 PureTech Business Line,Gasolina,Abril,2019,149 891 km,1 199 cm3,110 cv,Utilitário,Cinzento,,Manual,6,5,5,,,,1 Abril 2024,,Sim,Sim,Sim,,,Usados,,12 990,8089772589,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-2-puretech-business-line-ID8PtRp3.html,Sim,,Sim,Classe 1,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,SEAT,Ibiza,SC 1.0 EcoTSI FR,Gasolina,Junho,2017,75 783 km,999 cm3,95 cv,Utilitário,Prateado,Metalizado,Manual,5,3,5,Tracção dianteira,101 g/km,,1 Junho 2024,Nacional,Sim,Sim,Sim,"5,10 l/100km","3,80 l/100km",Usados,Mostrar VIN,12 990,8091155298,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-ibiza-sc-1-0-ecotsi-fr-ID8PzF6O.html,Sim,,Sim,,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Fiat,500,1.0 Hybrid Dolcevita,Gasolina,Junho,2021,72 500 km,999 cm3,70 cv,Pequeno citadino,Branco,,Manual,6,3,4,,,,1 Junho 2025,,Sim,Sim,Sim,,,Usados,Mostrar VIN,12 990,8091407476,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500-1-0-hybrid-dolcevita-ID8PAIIc.html,Sim,Sim,Sim,Classe 1,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Citroën,C3,1.2 PureTech Shine,Gasolina,Junho,2014,129 000 km,1 199 cm3,83 cv,Citadino,Cinzento,,Manual,5,5,,Tracção dianteira,123 g/km,,,,,,,,,Usados,,9 500,8091038291,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-shine-ID8PzaFB.html,,,,,36 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,SEAT,Leon,1.0 EcoTSI Style S/S,Gasolina,Junho,2020,141 082 km,999 cm3,115 cv,Utilitário,Cinzento,Metalizado,Manual,6,5,5,,,,,,,,,,,Usados,,13 990,8091407439,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-leon-1-0-ecotsi-style-s-s-ID8PAIHB.html,Sim,Sim,Sim,Classe 1,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Ford,Fiesta,1.0 EcoBoost Connected,Gasolina,Agosto,2020,55 608 km,998 cm3,95 cv,Citadino,Cinzento,Metalizado,Manual,6,5,5,,,,1 Agosto 2024,,Sim,Sim,Sim,,,Usados,,13 990,8088720660,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-fiesta-1-0-ecoboost-connected-ID8PprKs.html,Sim,Sim,Sim,,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Renault,Mégane,1.5 Blue dCi Zen,Diesel,Fevereiro,2020,140 412 km,1 461 cm3,115 cv,Utilitário,Preto,Metalizado,Manual,6,5,5,,,,,,Sim,Sim,Sim,,,Usados,,14 990,8089390248,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-5-blue-dci-zen-ID8PsfVg.html,Sim,Sim,,,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Opel,Astra Sports Tourer,1.6 CDTI Business Edition S/S,Diesel,Novembro,2016,130 497 km,1 598 cm3,110 cv,Carrinha,Cinzento,Metalizado,Manual,6,5,5,,,,,Nacional,,,Sim,,,Usados,,11 990,8091406039,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-astra-sports-tourer-1-6-cdti-business-edition-s-s-ID8PAIl1.html,Sim,,Sim,Classe 1,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Ford,Focus,1.0 EcoBoost Business,Gasolina,Agosto,2019,52 893 km,998 cm3,100 cv,Utilitário,Cinzento,,Manual,6,5,,Tracção dianteira,126 g/km,,,,,,,"5,80 l/100km","4,10 l/100km",Usados,Mostrar VIN,14 990,8091249252,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-focus-1-0-ecoboost-business-ID8PA3yc.html,Sim,Sim,Sim,,36 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Mercedes-Benz,B 160,CDi Fleet Pack,Diesel,Setembro,2014,162 667 km,1 461 cm3,90 cv,Utilitário,Cinzento,Metalizado,Manual,6,5,5,,108 g/km,,1 Setembro 2024,,Sim,Sim,Sim,,,Usados,Mostrar VIN,13 990,8090901702,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-160-cdi-fleet-pack-ID8PyB8y.html,Sim,,Sim,,18 Meses,,Classe B,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Mitsubishi,Space Star,1.2 Intense Connect Edition,Gasolina,Março,2023,19 000 km,1 193 cm3,71 cv,Utilitário,Branco,Metalizado,Manual,5,5,5,Tracção dianteira,116 g/km,,,Nacional,Sim,,Sim,"5,30 l/100km","4,40 l/100km",Usados,Mostrar VIN,14 250,8091601721,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mitsubishi-space-star-1-2-intense-connect-edition-ID8PBxfb.html,,,,,36 Meses,,,15 Março 2028,100 000 km,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Toyota,Aygo,1.0 X-Clusiv Red,Gasolina,Julho,2021,58 988 km,998 cm3,72 cv,Citadino,Vermelho,Metalizado,Manual,5,5,4,,,,,,Sim,Sim,Sim,"4,90 l/100km",,Usados,,13 995,8091802923,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-aygo-1-0-x-clusiv-red-ID8PCnAn.html,Sim,Sim,Sim,Classe 1,18 Meses,1,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Citroën,C3 Aircross,1.2 PureTech Feel EAT6,Gasolina,Agosto,2019,123 675 km,1 199 cm3,110 cv,Monovolume,Branco,,Automática,,5,5,,,,,,,,Sim,,,Usados,,14 990,8091407449,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-aircross-1-2-puretech-feel-eat6-ID8PAIHL.html,Sim,Sim,Sim,,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Renault,Clio,1.5 dCi Zen,Diesel,Junho,2018,140 321 km,1 461 cm3,75 cv,Citadino,Prateado,,Manual,5,5,,Tracção dianteira,85 g/km,,1 Janeiro 2026,,Sim,Sim,Sim,"4,40 l/100km","3,60 l/100km",Usados,Mostrar VIN,11 990,8091249232,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-dci-zen-ID8PA3xS.html,Sim,Sim,Sim,,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
Profissional,Ford,Fiesta,1.1 Ti-VCT Connected,Gasolina,Setembro,2020,70 080 km,1 084 cm3,75 cv,Citadino,Vermelho,Metalizado,Manual,5,5,5,,,,,,,,,,,Usados,,11 990,8091407451,7 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-fiesta-1-1-ti-vct-connected-ID8PAIHN.html,Sim,Sim,Sim,Classe 1,18 Meses,,,,,,,,,,,StandVirtual,Yes,2024-03-07
