Anunciante,Marca,Modelo,Sub-modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Autonomia Máxima,Emissões CO2,IUC,Filtro de partículas,Registo(s),Origem,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Link,Valor Fixo,IVA Discriminado,Aceita retoma,Possibilidade de financiamento,Inspecção válida até,Garantia de Stand (incl. no preço),Livro de Revisões completo,Consumo Urbano,Consumo Extra Urbano,Garantia de Fábrica até,Gancho de Reboque,Consumo Combinado,Autonomia,Bateria,Consumo,Capacidade da bateria,Clássico,ou até,Site,Portugal,Data
Profissional,SEAT,Arona,,1.0 TSI Style,Gasolina,Maio,2019,94 000 km,999 cm3,95 cv,SUV / TT,Cinzento,Metalizado,Manual,5,5,5,Classe 2,,,,,,,Nacional,,Sim,Usados,15 990        EUR,8090018206,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-style-ID8PuTiC.html,Sim,,Sim,Sim,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,BMW,216 Gran Tourer,Série 2,d Advantage Auto,Diesel,Junho,2016,138 000 km,1 496 cm3,116 cv,Monovolume,Azul,,Automática,6,5,5,Classe 1,,,,,,,Nacional,,Sim,Usados,19 990        EUR,8090111641,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-216-gran-tourer-d-advantage-auto-ID8PwhBD.html,Sim,,Sim,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Particular,BMW,420,Série 4,d Coupe Aut. Sport Line,Diesel,Julho,2015,109 000 km,1 995 cm3,184 cv,Cabrio,Preto,Metalizado,Automática,8,2,4,,Tracção traseira,,121 g/km,271 €,Sim,4,Importado,Sim,Sim,Usados,29 500        EUR,8090636294,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-420-d-coupe-aut-sport-line-ID8Pxu5M.html,Sim,,,,02/01/2024,,,"5,40 l/100km","4,10 l/100km",,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Audi,A4 Avant,,2.0 TDI Advance S tronic,Diesel,Setembro,2018,76 989 km,1 968 cm3,150 cv,Carrinha,Prateado,,Automática,7,5,5,Classe 1,,,,,,,Nacional,,Sim,Usados,26 990        EUR,8090112671,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-a4-avant-2-0-tdi-advance-s-tronic-ID8PwhSf.html,Sim,,Sim,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Peugeot,5008,,1.2 PureTech Allure EAT8,Gasolina,Janeiro,2020,170 709 km,1 199 cm3,130 cv,SUV / TT,Preto,Metalizado,Automática,8,5,7,Classe 1,,,,,,1,,Sim,Sim,Usados,19 990        EUR,8090704161,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-2-puretech-allure-eat8-ID8PxLKp.html,,,Sim,Sim,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Renault,Clio,,1.0 TCe RS Line,Gasolina,Abril,2020,35 167 km,999 cm3,100 cv,Citadino,Azul,,Manual,5,5,5,Classe 1,,,,,,1,Nacional,,,Usados,17 950        EUR,8090683683,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-rs-line-ID8PxGq7.html,Sim,,Sim,Sim,,36 Meses,,,,01/01/0001,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Citroën,C3,,1.2 PureTech Feel EAT6,Gasolina,Fevereiro,2019,49 050 km,1 199 cm3,110 cv,Citadino,Azul,,Automática,6,5,5,Classe 1,,,,,,1,Nacional,,Sim,Usados,16 950        EUR,8090683676,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-feel-eat6-ID8PxGq0.html,Sim,,Sim,Sim,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Particular,Nissan,Leaf,,N-Connecta Two Tone,Eléctrico,Julho,2018,106 000 km,,150 cv,Utilitário,Branco,Pérola,Automática,,5,5,Classe 1,Tracção dianteira,250 km,,,,1,Nacional,Sim,Sim,Usados,18 250        EUR,8089440754,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/nissan-leaf-n-connecta-two-tone-ID8Pst4S.html,,,,,,,Sim,,,,,,250 km,Própria,16 kWh/100km,40 kWh,,,StandVirtual,Yes,2023-10-10
Profissional,BMW,320,Série 3,d Coupe M Sport Edition,Diesel,Janeiro,2013,161 587 km,1 995 cm3,184 cv,Coupé,Branco,Pérola,Manual,6,2,4,,Tracção traseira,,125 g/km,,Sim,,,Sim,Sim,Usados,19 900        EUR,8090094973,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-320-d-coupe-m-sport-edition-ID8PwdgN.html,,,Sim,Sim,,18 Meses,Sim,"5,90 l/100km",4 l/100km,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,BMW,116,Série 1,,Diesel,Março,2018,57 000 km,1 500 cm3,116 cv,Citadino,Cinzento,,Manual,6,5,5,Classe 1,,,,,,1,Nacional,Sim,Sim,Usados,21 490        EUR,8089559240,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-ID8PsXTV.html,Sim,,Sim,Sim,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,MINI,Cooper,,S,Gasolina,Junho,2015,126 000 km,1 998 cm3,192 cv,Utilitário,Laranja,Metalizado,Manual,,3,,,,,,,,,,,Sim,Usados,22 900        EUR,8090412052,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mini-cooper-s-ID8PvxKY.html,Sim,,Sim,Sim,,18 Meses,,"7,70 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Renault,Mégane,,BLUE dCi 115 BUSINESS EDITION,Diesel,Outubro,2020,89 659 km,1 461 cm3,115 cv,Sedan,Branco,Metalizado,Manual,6,5,5,Classe 1,,,101 g/km,,Sim,,Importado,Sim,,Usados,19 500        EUR,8090251911,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-blue-dci-115-business-edition-ID8PwS63.html,Sim,,Sim,Sim,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Particular,Renault,Mégane Sport Tourer,,1.5 dCi Limited,Diesel,Maio,2018,88 000 km,1 461 cm3,110 cv,Carrinha,Cinzento,,Manual,,4,,,,,,,,,,,,Usados,16 550        EUR,8088829897,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-limited-ID8PpUal.html,,,,,,,,"4,20 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Citroën,C4 Spacetourer,,1.5 BlueHDi Shine,Diesel,Junho,2020,126 500 km,1 499 cm3,130 cv,Monovolume,Branco,Metalizado,Manual,6,5,7,Classe 1,Tracção dianteira,,105 g/km,140 €,,1,,Sim,Sim,Usados,25 900        EUR,8090584453,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-spacetourer-1-5-bluehdi-shine-ID8PxgBD.html,,,,,01/10/2025,18 Meses,Sim,"4,60 l/100km","3,70 l/100km",,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Renault,Mégane Sport Tourer,,BLUE dCi 115 EDC INTENS,Diesel,Novembro,2020,121 162 km,1 461 cm3,115 cv,Carrinha,Preto,Metalizado,Automática,,5,5,Classe 1,,,106 g/km,,Sim,,Importado,Sim,,Usados,21 500        EUR,8090020075,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-blue-dci-115-edc-intens-ID8PuTML.html,Sim,,Sim,Sim,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Particular,MINI,Countryman,,Cooper D,Diesel,Junho,2016,160 000 km,1 598 cm3,112 cv,Utilitário,Cinzento,Metalizado,Manual,6,5,5,Classe 1,,,116 g/km,,Sim,1,Nacional,Sim,Sim,Usados,16 900        EUR,8089127203,9 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mini-countryman-cooper-d-ID8Pr9wB.html,,,,,30/06/2024,,Sim,5 l/100km,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Renault,Mégane Coupe,,1.6 dCi Bose Edition SS,Diesel,Setembro,2015,158 269 km,1 598 cm3,130 cv,Coupé,Branco,Metalizado,Manual,6,2,5,Classe 1,Tracção dianteira,,,,,1,Importado,,Sim,Usados,16 900        EUR,8090049207,9 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-coupe-1-6-dci-bose-edition-ss-ID8Pw1mD.html,,,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Renault,Captur,,0.9 TCE Exclusive,Gasolina,Abril,2017,57 000 km,898 cm3,90 cv,SUV / TT,Cinzento,,Manual,5,5,5,Classe 1,,,,,,1,Nacional,Sim,Sim,Usados,15 970        EUR,8090676114,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-0-9-tce-exclusive-ID8PxEs2.html,,,Sim,Sim,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Particular,BMW,X3,Série X,18 d sDrive Auto,Diesel,Março,2016,190 000 km,1 995 cm3,150 cv,SUV / TT,Preto,Metalizado,Automática,8,5,5,Classe 1,Tracção traseira,,145 g/km,,,2,Nacional,Sim,Sim,Usados,22 990        EUR,8089803923,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x3-18-d-sdrive-auto-ID8PtZyr.html,Sim,,,,01/05/2024,,Sim,,,,,,,,,,Sim,,StandVirtual,Yes,2023-10-10
Profissional,SEAT,Leon,,1.0 EcoTSI Style S/S,Gasolina,Dezembro,2019,71 735 km,999 cm3,115 cv,Utilitário,Cinzento,Metalizado,Manual,,5,5,Classe 1,,,,,,1,Nacional,Sim,Sim,Usados,15 990        EUR,8090768044,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-1-0-ecotsi-style-s-s-ID8Py2mM.html,,,Sim,Sim,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Particular,Peugeot,e-208,,GT Line,Eléctrico,Fevereiro,2020,46 000 km,,136 cv,Citadino,Azul,Metalizado,Automática,,5,5,,,,,,,,Importado,Sim,Sim,Usados,24 999        EUR,8090662693,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-208-gt-line-ID8PxAXz.html,Sim,,,,,,,,,,,,308 km,,"16,90 kWh/100km",,,,StandVirtual,Yes,2023-10-10
Profissional,VW,Golf Variant,,1.6 BlueTDI DSG Comfortline,Diesel,Junho,2016,150 000 km,1 598 cm3,110 cv,Carrinha,Cinzento,Metalizado,Automática,7,5,5,Classe 1,Tracção dianteira,,104 g/km,140 €,Sim,1,,Sim,Sim,Usados,17 900        EUR,8090583859,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-variant-1-6-bluetdi-dsg-comfortline-ID8Pxgs3.html,,,,,04/10/2024,18 Meses,Sim,"4,60 l/100km","3,70 l/100km",,1,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Peugeot,3008,,BlueHDi 130 Stop & Start Allure Pack,Diesel,Agosto,2019,105 471 km,1 499 cm3,131 cv,SUV / TT,Branco,Pérola,Manual,6,5,5,Classe 1,Tracção dianteira,,106 g/km,"154,12 €",Sim,1,,Sim,Sim,Usados,24 750        EUR,8090710579,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-bluehdi-130-stop-start-allure-pack-ID8PxNpW.html,Sim,,,Sim,,18 Meses,Sim,,,,1,,,,,,,,StandVirtual,Yes,2023-10-10
Particular,Mercedes-Benz,C 250,Classe C,CDi BE Aut.,Diesel,Junho,2012,195 000 km,2 143 cm3,204 cv,Coupé,Branco,,Automática,,3,,,,,,,,,,,,Usados,26 900        EUR,8090053921,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-cdi-be-aut-ID8Pw2AF.html,,,,,,,,"6,10 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Renault,Captur,,1.5 dCi Exclusive,Diesel,Julho,2018,71 439 km,1 461 cm3,95 cv,SUV / TT,Branco,,Manual,5,5,5,Classe 1,Tracção dianteira,,94 g/km,"154,12 €",,1,Importado,Sim,Sim,Usados,16 950        EUR,8090713806,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-1-5-dci-exclusive-ID8PxOfY.html,Sim,,,Sim,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Peugeot,5008,,1.2 PureTech Active,Gasolina,Maio,2019,79 490 km,1 199 cm3,130 cv,SUV / TT,Preto,Metalizado,Manual,6,5,7,Classe 1,Tracção dianteira,,152 g/km,,,1,,Sim,,Usados,23 980        EUR,8090192465,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-2-puretech-active-ID8PwCDf.html,,Sim,Sim,,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Particular,MINI,Electric,,Cooper SE Premium P. Yours,Eléctrico,Abril,2021,13 321 km,,184 cv,Utilitário,Azul,Metalizado,Automática,,3,4,,,,,,,,Importado,Sim,Sim,Usados,29 990        EUR,8090747401,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mini-electric-cooper-se-premium-p-yours-ID8PxVZP.html,,,,,,,,,,,,,230 km,,"15,50 kWh/100km",,,,StandVirtual,Yes,2023-10-10
Particular,BMW,i3,Série i,i3s 94Ah,Eléctrico,Outubro,2018,30 000 km,,183 cv,Citadino,Azul,Metalizado,Automática,,5,4,Classe 1,,,,,,2,Nacional,Sim,Sim,Usados,23 950        EUR,8090481388,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-i3-i3s-94ah-ID8PvPNi.html,,,,,16/10/2024,,Sim,,,16/10/2023,,,220 km,,,94 kWh,,,StandVirtual,Yes,2023-10-10
Profissional,Renault,Mégane,,1.5 dCi Intens,Diesel,Fevereiro,2016,70 250 km,1 461 cm3,110 cv,Utilitário,Branco,,Manual,6,5,5,Classe 1,Tracção dianteira,,95 g/km,150 €,,2,Nacional,Sim,Sim,Usados,15 250        EUR,8090646676,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-5-dci-intens-ID8PxvNe.html,,,,,18/02/2024,18 Meses,,"4,20 l/100km","3,40 l/100km",,,,,,,,,,StandVirtual,Yes,2023-10-10
Particular,Audi,A3,,2.0 TDI S-line,Diesel,Março,2013,180 000 km,1 968 cm3,150 cv,Utilitário,Preto,Metalizado,Manual,6,3,5,Classe 1,Tracção dianteira,,106 g/km,225 €,Sim,2,Importado,,Sim,Usados,16 000        EUR,8089168978,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-2-0-tdi-s-line-ID8Prkno.html,Sim,,,,15/03/2024,,,"5,20 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,SEAT,Leon,,SC 2.0 TDI FR S/S,Diesel,Setembro,2015,169 000 km,1 968 cm3,184 cv,Utilitário,Branco,,Manual,6,3,5,Classe 1,Tracção dianteira,,,,Sim,1,,,Sim,Usados,18 900        EUR,8089340447,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-sc-2-0-tdi-fr-s-s-ID8Ps2Z1.html,,,Sim,Sim,,36 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Audi,A3,,2.0 TDI S-line,Diesel,Abril,2013,160 000 km,1 968 cm3,150 cv,Utilitário,Cinzento,Metalizado,Manual,6,3,5,Classe 1,Tracção dianteira,800 km,106 g/km,"235,26 €",,1,,Sim,Sim,Usados,16 950        EUR,8090790189,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-2-0-tdi-s-line-ID8Py87X.html,,,Sim,Sim,08/04/2024,18 Meses,Sim,"5,20 l/100km","3,80 l/100km",,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,VW,Passat Variant,,2.0 TDi Confortline DSG,Diesel,Maio,2019,202 326 km,1 968 cm3,150 cv,Carrinha,Cinzento,Metalizado,Automática,7,5,5,Classe 1,Tracção dianteira,,114 g/km,,,1,Nacional,,,Usados,19 500        EUR,8089579908,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-passat-variant-2-0-tdi-confortline-dsg-ID8Pt3hi.html,,,Sim,Sim,,18 Meses,Sim,"5,10 l/100km",4 l/100km,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,BMW,525,Série 5,d Pack M Auto,Diesel,Junho,2013,163 000 km,1 995 cm3,218 cv,Carrinha,Branco,,Automática,,5,,,,,,,,,,,,Usados,26 750        EUR,8090790082,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-525-d-pack-m-auto-ID8Py86e.html,,,Sim,Sim,,36 Meses,,"6,10 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,BMW,i3,Série i,120Ah,Eléctrico,Junho,2021,41 000 km,,170 cv,Utilitário,Dourado,,Automática,,5,4,,,,,,,,Importado,,,Usados,29 900        EUR,8089462683,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-i3-120ah-ID8PsyMz.html,Sim,,,,,36 Meses,,,,10/10/2026,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Opel,Mokka,,1.5 D GS Line,Diesel,Dezembro,2021,63 454 km,1 499 cm3,110 cv,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,118 g/km,,,,Nacional,,Sim,Usados,28 450        EUR,8088781782,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/opel-mokka-1-5-d-gs-line-ID8PpHEi.html,,,Sim,Sim,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Renault,Clio,,1.5 Blue dCi RS Line,Diesel,Janeiro,2020,73 000 km,1 461 cm3,115 cv,Citadino,Cinzento,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,111 g/km,154 €,,1,Nacional,Sim,Sim,Usados,18 000        EUR,8090677958,7 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-blue-dci-rs-line-ID8PxEWM.html,Sim,Sim,Sim,,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Mercedes-Benz,A 180 Limousine,Classe A,d Progressive Aut.,Diesel,Outubro,2019,115 177 km,1 461 cm3,116 cv,Sedan,Cinzento,Metalizado,Automática,7,4,5,Classe 1,Tracção dianteira,,124 g/km,"156,21 €",,1,Nacional,Sim,Sim,Usados,27 990        EUR,8090064827,9 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-limousine-d-progressive-aut-ID8Pw5qz.html,Sim,Sim,Sim,Sim,10/10/2025,18 Meses,Sim,"4,40 l/100km","3,80 l/100km",,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Peugeot,2008,,1.5 BlueHDi Active Pack,Diesel,Fevereiro,2021,39 000 km,1 499 cm3,110 cv,SUV / TT,Cinzento,,Manual,6,5,5,Classe 1,Tracção dianteira,,116 g/km,,,1,Nacional,Sim,Sim,Usados,26 450        EUR,8089580974,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-5-bluehdi-active-pack-ID8Pt3yu.html,,,Sim,Sim,,36 Meses,Sim,"4,20 l/100km","3,30 l/100km",,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Mercedes-Benz,CLA 180,Classe CLA,Shooting Brake d AMG Line,Diesel,Outubro,2016,90 000 km,1 461 cm3,109 cv,Carrinha,Cinzento,Metalizado,Manual,6,5,5,Classe 1,Tracção traseira,,,,Sim,1,,Sim,Sim,Usados,24 250        EUR,8090580690,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-shooting-brake-d-amg-line-ID8PxfCV.html,,,Sim,Sim,25/10/2024,18 Meses,Sim,"4,40 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Peugeot,208,,1.2 PureTech GT Line EAT8,Gasolina,Janeiro,2020,79 000 km,1 199 cm3,101 cv,Utilitário,Amarelo,,Automática,,5,5,,,,,,,,,,Sim,Usados,21 900        EUR,8089107117,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-gt-line-eat8-ID8Pr4hD.html,Sim,,,Sim,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Peugeot,3008,,,Diesel,Novembro,2017,139 186 km,1 560 cm3,120 cv,SUV / TT,Cinzento,,Automática,6,5,5,Classe 1,,,108 g/km,,Sim,1,Importado,Sim,Sim,Usados,21 750        EUR,8087850175,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-ID8PlNin.html,Sim,,Sim,,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Renault,Captur,,,Diesel,Janeiro,2020,47 000 km,1 461 cm3,115 cv,SUV / TT,Vermelho,,Manual,6,5,5,Classe 1,,,111 g/km,,Sim,1,Importado,Sim,Sim,Usados,26 500        EUR,8089134501,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-ID8Prbpj.html,Sim,,Sim,,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,BMW,318,Série 3,,Diesel,Abril,2017,203 000 km,1 995 cm3,150 cv,Sedan,Preto,Metalizado,Manual,6,5,5,Classe 1,,,121 g/km,,Sim,1,Importado,Sim,Sim,Usados,23 900        EUR,8089134495,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-ID8Prbpd.html,Sim,,Sim,,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Mercedes-Benz,C 200,Classe C,,Diesel,Setembro,2016,146 000 km,1 598 cm3,136 cv,Carrinha,Preto,,Manual,6,5,5,Classe 1,,,109 g/km,,Sim,1,,Sim,,Usados,23 750        EUR,8087788759,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-ID8PlxjN.html,Sim,,Sim,Sim,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Renault,Zoe,,(c/ Bateria) 41 kwh Life,Eléctrico,Novembro,2018,69 500 km,,92 cv,Utilitário,Branco,,Automática,,5,5,,,,,,,,Importado,,,Usados,18 900        EUR,8089395297,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-zoe-c-bateria-41-kwh-life-ID8PshfH.html,Sim,Sim,,Sim,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Alfa Romeo,Giulietta,,1.6 JTDm Sport TCT,Diesel,Março,2019,104 000 km,1 598 cm3,120 cv,Utilitário,Branco,Metalizado,Automática,,5,5,,,,,,,1,Nacional,Sim,Sim,Usados,15 480        EUR,8090725994,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/alfa-romeo-giulietta-1-6-jtdm-sport-tct-ID8PxRqy.html,,,Sim,Sim,,18 Meses,Sim,"5,10 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Citroën,C3,,1.5 BlueHDi Shine Pack,Diesel,Setembro,2019,146 023 km,1 499 cm3,102 cv,Citadino,Vermelho,Metalizado,Manual,5,5,5,,Tracção dianteira,,112 g/km,,,,Importado,,,Usados,15 900        EUR,8090626831,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/citron-c3-1-5-bluehdi-shine-pack-ID8PxrD9.html,Sim,,Sim,Sim,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,VW,Tiguan,,2.0 TDI Confortline,Diesel,Janeiro,2019,200 000 km,1 968 cm3,150 cv,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,Classe 1,,,,,,1,Nacional,Sim,Sim,Usados,19 980        EUR,8090603747,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-tiguan-2-0-tdi-confortline-ID8PxlCP.html,,,Sim,Sim,,18 Meses,Sim,"5,60 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,VW,Golf,,R 4Motion BlueMotion,Gasolina,Fevereiro,2014,116 000 km,1 984 cm3,300 cv,Utilitário,Preto,Metalizado,Manual,6,5,5,Classe 1,Integral,,,,,,,Sim,Sim,Usados,29 990        EUR,8090790056,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-r-4motion-bluemotion-ID8Py85O.html,Sim,,Sim,Sim,,18 Meses,Sim,"9,40 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Particular,Mercedes-Benz,C 350,Classe C,e,Híbrido (Gasolina),Novembro,2015,127 007 km,1 991 cm3,279 cv,Sedan,Preto,Metalizado,Automática,7,4,5,Classe 1,Tracção traseira,650 km,48 g/km,,,2,Nacional,Sim,Sim,Usados,27 890        EUR,8090789166,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-350-e-ID8Py7Rs.html,,,,,16/11/2023,,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Peugeot,308 SW,,1.5 BlueHDi Active Pack,Diesel,Julho,2022,6 897 km,1 499 cm3,102 cv,Carrinha,Preto,,Manual,6,5,5,Classe 1,Tracção dianteira,,126 g/km,,,,Nacional,Sim,Sim,Usados,28 900        EUR,8090586767,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-active-pack-ID8PxhcX.html,,,Sim,Sim,,36 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Particular,Land Rover,Range Rover Evoque,,2.0 TD4 SE Dynamic Auto,Diesel,Agosto,2017,92 000 km,1 999 cm3,150 cv,SUV / TT,Cinzento,Metalizado,Automática,,5,,,,,,,,,,,,Usados,29 800        EUR,8090480742,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-0-td4-se-dynamic-auto-ID8PvPCS.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Opel,Crossland X,,,Gasolina,Março,2022,35 000 km,1 199 cm3,110 cv,SUV / TT,Cinzento,Metalizado,Manual,,5,5,Classe 2,,,,,,1,Nacional,,Sim,Usados,21 900        EUR,8090635153,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/opel-crossland-x-ID8PxtNn.html,Sim,Sim,Sim,Sim,,36 Meses,,,,01/01/0001,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Opel,Mokka,,1.2 T Elegance,Gasolina,Agosto,2022,20 652 km,1 199 cm3,100 cv,SUV / TT,Branco,,Manual,,5,5,,,,,,,,Nacional,,,Usados,25 500        EUR,8090010810,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/opel-mokka-1-2-t-elegance-ID8PuRnk.html,Sim,,,,,18 Meses,,,,,,"5,50 l/100km",,,,,,,StandVirtual,Yes,2023-10-10
Profissional,VW,Polo,,1.4 TDi R-Line,Diesel,Abril,2016,178 099 km,1 422 cm3,90 cv,Citadino,Preto,Metalizado,Manual,5,5,5,Classe 1,,,,,,1,Importado,,Sim,Usados,16 900        EUR,8090326101,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-polo-1-4-tdi-r-line-ID8PvboF.html,,,Sim,Sim,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
