Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Tracção,Emissões CO2,Filtro de partículas,Inspecção válida até,Origem,Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Consumo Extra Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Link,Sub-modelo,Valor Fixo,Aceita retoma,Possibilidade de financiamento,Tipo de cor,Classe do veículo,Garantia de Stand (incl. no preço),IUC,Registo(s),Garantia de Fábrica até,IVA Discriminado,Consumo Combinado,ou até,Autonomia Máxima,Valor sem ISV,Autonomia,Consumo,Capacidade da bateria,Bateria,Site,Portugal,Data
Profissional,Peugeot,e-208,GT,Eléctrico,Setembro,2021,16 996 km,,136 cv,Citadino,Amarelo,Automática,,5,,,,,,Nacional,,,,,,Usados,32 990        EUR,8090592353,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-208-gt-ID8PxiF3.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Lexus,UX 250h,Luxury AWD,Híbrido (Gasolina),Fevereiro,2020,26 275 km,1 987 cm3,184 cv,SUV / TT,Cinzento,Automática,,5,,,,,,Nacional,,,,,,Usados,38 990        EUR,8090592334,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/lexus-ux-250h-luxury-awd-ID8PxiEK.html,UX,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,GLC 250,d Exclusive 4-Matic,Diesel,Agosto,2018,75 110 km,2 143 cm3,204 cv,SUV / TT,Preto,Automática,,5,5,Integral,,,,Nacional,Sim,Sim,Sim,,,Usados,40 990        EUR,8090318418,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-250-d-exclusive-4-matic-ID8Pv9oK.html,Classe GLC,Sim,Sim,Sim,Metalizado,Classe 1,18 Meses,,1,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Particular,Tesla,Model S,75D,Eléctrico,Maio,2017,130 000 km,,332 cv,Sedan,Azul,Automática,,5,5,,,,,,,,,,,Usados,41 950        EUR,8090474492,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-s-75d-ID8PvO04.html,,,,,Metalizado,,,,,,,,,,,450 km,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,3008,1.2 PureTech Allure Pack EAT8,Gasolina,Junho,2022,25 000 km,1 199 cm3,130 cv,SUV / TT,Cinzento,Automática,8,5,5,Tracção dianteira,,,,Nacional,,,Sim,,,Usados,32 900        EUR,8090340351,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-2-puretech-allure-pack-eat8-ID8Pvf6w.html,,Sim,Sim,Sim,Metalizado,Classe 1,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Audi,A3 Sportback,40 TFSIe S line,Híbrido (Gasolina),Junho,2021,89 000 km,1 395 cm3,204 cv,Utilitário,Preto,Automática,7,5,5,Tracção dianteira,,Sim,,Importado,Sim,Sim,Sim,,,Usados,36 950        EUR,8090165214,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-40-tfsie-s-line-ID8PwwxI.html,,Sim,Sim,Sim,Metalizado,Classe 1,18 Meses,130 €,,,Sim,,,,,59 km,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,e-2008,GT,Eléctrico,Agosto,2021,25 865 km,,136 cv,Citadino,Cinzento,Automática,,5,,,,,,Nacional,,,,,,Usados,34 490        EUR,8090592319,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-2008-gt-ID8PxiEw.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Audi,A3 Sportback,40 TFSIe Advanced,Híbrido (Gasolina),Dezembro,2020,40 000 km,1 395 cm3,204 cv,Utilitário,Cinzento,Automática,7,5,5,Tracção dianteira,,,,Nacional,Sim,Sim,Sim,,,Usados,32 480        EUR,8089208076,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-40-tfsie-advanced-ID8Pruy0.html,,Sim,Sim,Sim,Metalizado,Classe 1,18 Meses,,1,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,3008,1.5 BlueHDi GT Line EAT8,Diesel,Setembro,2020,55 500 km,1 499 cm3,130 cv,SUV / TT,Verde,Automática,8,5,5,,,Sim,,Nacional,Sim,,Sim,,,Usados,30 700        EUR,8090584539,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-gt-line-eat8-ID8PxgD1.html,,,Sim,Sim,,,36 Meses,"154,12 €",,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,E 220,d Aut.,Diesel,Abril,2017,107 000 km,1 950 cm3,194 cv,Coupé,Preto,Automática,9,2,4,Tracção traseira,147 g/km,,20/04/2025,Nacional,Sim,,Sim,"5,80 l/100km","4,40 l/100km",Usados,38 980        EUR,8090730099,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-aut-ID8PxSuL.html,Classe E,Sim,Sim,Sim,Metalizado,Classe 1,18 Meses,,1,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Hyundai,Tucson,1.6 CRDi Vanguard,Diesel,Junho,2022,19 596 km,1 598 cm3,116 cv,SUV / TT,Cinzento,Manual,,5,,,,,,Nacional,,,,,,Usados,37 990        EUR,8090592262,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-tucson-1-6-crdi-vanguard-ID8PxiDA.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,5008,1.5 BlueHDi Allure Pack,Diesel,Fevereiro,2022,34 503 km,1 499 cm3,130 cv,SUV / TT,Preto,Manual,,5,,,,,,Nacional,,,,,,Usados,41 490        EUR,8090592196,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-allure-pack-ID8PxiCv.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,BMW,X1,20 i sDrive,Gasolina,Agosto,2019,29 830 km,1 998 cm3,192 cv,SUV / TT,Branco,Automática,,5,,,,,,Nacional,,,,,,Usados,36 490        EUR,8090592181,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-20-i-sdrive-ID8PxiCh.html,Série X,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,VW,Tiguan Allspace,2.0 TDI Confortline,Diesel,Novembro,2018,86 957 km,1 968 cm3,150 cv,SUV / TT,Preto,Manual,,5,,,,,,Nacional,,,,,,Usados,35 990        EUR,8090592175,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-tiguan-allspace-2-0-tdi-confortline-ID8PxiCb.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,BMW,X2,16 d sDrive Auto Advantage,Diesel,Julho,2019,64 295 km,1 496 cm3,116 cv,SUV / TT,Azul,Automática,,5,,,,,,Nacional,,,,,,Usados,36 990        EUR,8090592134,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x2-16-d-sdrive-auto-advantage-ID8PxiBv.html,Série X,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,C 220,d,Diesel,Março,2016,115 000 km,2 143 cm3,170 cv,Coupé,Cinzento,Manual,,3,,,,,,,,,,5 l/100km,,Usados,32 790        EUR,8090731490,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-ID8PxSRc.html,Classe C,Sim,Sim,Sim,Metalizado,,36 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,CLA 200,d Shooting Brake AMG Line Aut.,Diesel,Dezembro,2020,67 228 km,2 143 cm3,136 cv,Carrinha,Branco,Automática,,5,,,,,,Nacional,,,,,,Usados,43 990        EUR,8090592100,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-d-shooting-brake-amg-line-aut-ID8PxiAY.html,Classe CLA,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,VW,Tiguan,1.6 TDI Confortline,Diesel,Fevereiro,2018,60 407 km,1 598 cm3,115 cv,SUV / TT,Branco,Manual,,5,,,,,,Nacional,,,,,,Usados,30 490        EUR,8090592091,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-tiguan-1-6-tdi-confortline-ID8PxiAP.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Audi,Q2,35 TFSI Advanced S tronic,Gasolina,Maio,2023,7 100 km,1 498 cm3,150 cv,SUV / TT,Branco,Automática,,5,5,,,,,Nacional,,,,,,Usados,40 990        EUR,8089945484,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-q2-35-tfsi-advanced-s-tronic-ID8PuAnG.html,,Sim,,,,,36 Meses,,,08/10/2026,,6 l/100km,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,5008,1.6 BlueHDi Allure,Diesel,Julho,2017,112 489 km,1 560 cm3,120 cv,SUV / TT,Preto,Manual,,5,,,,,,Nacional,,,,,,Usados,30 490        EUR,8090592081,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-6-bluehdi-allure-ID8PxiAF.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Jeep,Wrangler Unlimited,2.8 CRD MTX Sahara Limited,Diesel,Junho,2011,146 000 km,2 777 cm3,177 cv,SUV / TT,Preto,Manual,,4,5,,,,,Nacional,,,,"10,50 l/100km",,Usados,37 990        EUR,8086903830,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/jeep-wrangler-unlimited-2-8-crd-mtx-sahara-limited-ID8PhP6K.html,,Sim,,,,,18 Meses,52 €,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Audi,A3 Cabrio,2.0 TDi S-line,Diesel,Junho,2017,105 000 km,1 968 cm3,150 cv,Cabrio,Vermelho,Manual,6,2,4,Tracção dianteira,,,,,Sim,Sim,Sim,"5,30 l/100km",,Usados,31 250        EUR,8087425324,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-cabrio-2-0-tdi-s-line-ID8Pk0LV.html,,Sim,Sim,Sim,Metalizado,,18 Meses,,1,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,BMW,X3,20 d xDrive,Diesel,Setembro,2018,71 044 km,1 995 cm3,190 cv,SUV / TT,Cinzento,Automática,,5,,,,,,Nacional,,,,,,Usados,43 490        EUR,8090592075,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x3-20-d-xdrive-ID8PxiAz.html,Série X,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Nissan,Qashqai,,Híbrido (Gasolina),Julho,2021,8 600 km,1 332 cm3,140 cv,SUV / TT,Azul,Manual,6,5,5,Tracção dianteira,,,,Nacional,Sim,Sim,Sim,,,Usados,30 950        EUR,8090482221,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-ID8PvQ0J.html,,,Sim,Sim,,Classe 1,18 Meses,,,,Sim,,,,,,,,,StandVirtual,Yes,2023-10-08
Particular,Porsche,Panamera,Standard,Diesel,Novembro,2011,168 000 km,2 967 cm3,250 cv,Sedan,Verde,Automática,8,5,4,Tracção traseira,166 g/km,,,,,,,"7,80 l/100km","5,50 l/100km",Usados,41 900        EUR,8090714851,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/porsche-panamera-standard-ID8PxOvP.html,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Particular,BMW,320,d Pack M Shadow Auto,Diesel,Abril,2019,117 840 km,1 995 cm3,190 cv,Sedan,Branco,Automática,8,4,5,Tracção traseira,161 g/km,Sim,30/04/2024,Nacional,Sim,Sim,Sim,"5,40 l/100km","4,90 l/100km",Usados,34 499        EUR,8090704070,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-320-d-pack-m-shadow-auto-ID8PxLIV.html,Série 3,,,,,Classe 1,,,1,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,CLA 180,,Diesel,Março,2022,17 931 km,1 950 cm3,116 cv,Carrinha,Outra,Automática,,5,,,,,,Nacional,,,,,,Usados,42 900        EUR,8090592053,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-ID8PxiAd.html,Classe CLA,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,3008,1.6 Hybrid4 Allure Pack e-EAT8,Híbrido (Gasolina),Abril,2021,52 801 km,1 598 cm3,300 cv,Carrinha,Cinzento,Automática,,5,,,,,,Nacional,,,,,,Usados,37 990        EUR,8090592002,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-6-hybrid4-allure-pack-e-eat8-ID8Pxizo.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Audi,A4,35 TDI S tronic,Diesel,Janeiro,2020,46 599 km,1 968 cm3,163 cv,Sedan,Cinzento,Automática,,4,,,,,,Nacional,,,,,,Usados,38 990        EUR,8090591848,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-a4-35-tdi-s-tronic-ID8PxivU.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Audi,A3 Sportback,30 TDI S line S tronic,Diesel,Maio,2022,37 123 km,1 968 cm3,116 cv,Carrinha,Cinzento,Automática,,5,,,,,,Nacional,,,,,,Usados,33 900        EUR,8090591818,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-30-tdi-s-line-s-tronic-ID8Pxivq.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,CLA 45 AMG,4-Matic,Gasolina,Junho,2015,106 304 km,1 991 cm3,360 cv,Sedan,Cinzento,Automática,,4,,,,,,Nacional,,,,,,Usados,35 990        EUR,8090591756,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-45-amg-4-matic-ID8Pxiwq.html,Classe CLA,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Audi,A4,35 TDI S tronic,Diesel,Abril,2020,63 684 km,1 968 cm3,163 cv,Sedan,Preto,Automática,,4,5,,,,,Nacional,,,,,,Usados,31 990        EUR,8089944204,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-a4-35-tdi-s-tronic-ID8PuA32.html,,Sim,,,,,36 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,BMW,X2,16 d sDrive Auto,Diesel,Junho,2019,49 155 km,1 496 cm3,116 cv,SUV / TT,Cinzento,Automática,,5,5,,,,,Nacional,Sim,Sim,Sim,,,Usados,36 950        EUR,8086893828,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x2-16-d-sdrive-auto-ID8PhMwq.html,Série X,,Sim,Sim,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,5008,1.5 BlueHDi Allure Pack,Diesel,Fevereiro,2022,21 612 km,1 499 cm3,130 cv,SUV / TT,Cinzento,Manual,,5,,,,,,Nacional,,,,,,Usados,42 990        EUR,8090591574,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-allure-pack-ID8Pxisu.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Hyundai,Tucson,1.6 CRDi Vanguard,Diesel,Novembro,2021,30 549 km,1 598 cm3,116 cv,SUV / TT,Preto,Manual,6,5,5,Tracção dianteira,139 g/km,,,Nacional,Sim,Sim,Sim,"5,60 l/100km","4,40 l/100km",Usados,30 990        EUR,8090740706,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-tucson-1-6-crdi-vanguard-ID8PxWfQ.html,,Sim,Sim,Sim,,,18 Meses,,,08/11/2026,Sim,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,BMW,530,e iPerformance Pack M,Híbrido (Gasolina),Setembro,2018,68 474 km,1 998 cm3,252 cv,Sedan,Preto,Automática,8,4,5,,,,,Nacional,,,Sim,,,Usados,35 990        EUR,8089076202,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-530-e-iperformance-pack-m-ID8PqVf0.html,Série 5,Sim,Sim,Sim,Metalizado,Classe 1,18 Meses,,,,Sim,,,,,,,,,StandVirtual,Yes,2023-10-08
Particular,BMW,320,d Pack M Shadow Auto,Diesel,Dezembro,2019,80 000 km,1 995 cm3,190 cv,Sedan,Cinzento,Automática,,4,,Tracção traseira,,,,Nacional,Sim,Sim,Sim,,,Usados,38 000        EUR,8090336959,7 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-320-d-pack-m-shadow-auto-ID8PvedN.html,Série 3,,,,Metalizado,,,,2,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,3008,1.5 BlueHDi Allure Pack EAT8,Diesel,Maio,2021,44 577 km,1 499 cm3,130 cv,Carrinha,Branco,Automática,,5,,,,,,Nacional,,,,,,Usados,34 990        EUR,8090591568,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-allure-pack-eat8-ID8Pxiso.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,3008,1.5 BlueHDi Active Pack,Diesel,Maio,2021,70 828 km,1 499 cm3,130 cv,Carrinha,Cinzento,Manual,,5,,,,,,Nacional,,,,,,Usados,32 490        EUR,8089763992,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-pack-ID8PtPao.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,3008,1.5 BlueHDi Active Pack,Diesel,Maio,2021,52 474 km,1 499 cm3,130 cv,Carrinha,Preto,Manual,,5,,,,,,Nacional,,,,,,Usados,33 490        EUR,8090591556,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-pack-ID8Pxisc.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Alfa Romeo,Giulia,2.2 D Super AT8,Diesel,Agosto,2019,58 524 km,2 143 cm3,180 cv,Sedan,Azul,Automática,,4,,,,,,Nacional,,,,,,Usados,36 490        EUR,8090591499,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/alfa-romeo-giulia-2-2-d-super-at8-ID8Pxirh.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Lexus,IS 300H,Executive,Híbrido (Gasolina),Março,2018,92 329 km,2 494 cm3,223 cv,Sedan,Cinzento,Automática,,4,,,,,,Nacional,,,,,,Usados,33 490        EUR,8090591426,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/lexus-is-300h-executive-ID8Pxiq6.html,IS,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,308 SW,1.5 BlueHDi GT Line EAT8,Diesel,Maio,2021,49 337 km,1 499 cm3,130 cv,Carrinha,Cinzento,Automática,,5,,,,,,Nacional,,,,,,Usados,31 990        EUR,8090591387,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-gt-line-eat8-ID8Pxipt.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,CLA 220,d Shooting Brake AMG Line Aut.,Diesel,Maio,2016,81 700 km,2 143 cm3,177 cv,Carrinha,Preto,Automática,,5,,,,,,Nacional,,,,,,Usados,32 490        EUR,8089773725,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-220-d-shooting-brake-amg-line-aut-ID8PtRHn.html,Classe CLA,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,BMW,640,,Diesel,Setembro,2012,190 000 km,2 993 cm3,313 cv,Cabrio,Branco,Automática,,2,,,,Sim,,,,,,"6,70 l/100km",,Usados,31 500        EUR,8089511110,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-640-ID8PsLnE.html,Série 6,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,BMW,Z4,sDrive20i Aut. M Sport,Gasolina,Janeiro,2019,62 000 km,1 998 cm3,197 cv,Cabrio,Preto,Automática,,2,2,,,,,Importado,,,Sim,,,Usados,44 990        EUR,8090270630,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-z4-sdrive20i-aut-m-sport-ID8PwVXY.html,Série Z,Sim,Sim,Sim,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,BMW,X2,18 d sDrive Auto Advantage,Diesel,Julho,2018,78 000 km,1 995 cm3,150 cv,Monovolume,Cinzento,Automática,8,5,5,Tracção traseira,136 g/km,,,Nacional,Sim,Sim,Sim,,,Usados,32 900        EUR,8090192094,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x2-18-d-sdrive-auto-advantage-ID8PwCxg.html,Série X,,,,Metalizado,Classe 1,18 Meses,,1,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,BMW,420,d Pack M Auto,Diesel,Janeiro,2015,180 000 km,1 995 cm3,184 cv,Cabrio,Cinzento,Automática,8,2,4,Tracção dianteira,,Sim,,Importado,Sim,Sim,Sim,"5,90 l/100km",,Usados,32 500        EUR,8089590010,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-420-d-pack-m-auto-ID8Pt5Ue.html,Série 4,,Sim,Sim,Metalizado,Classe 1,18 Meses,,1,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,BMW,750,d xDrive Pack M,Diesel,Outubro,2017,280 000 km,2 993 cm3,400 cv,Sedan,Azul,Automática,,4,,,,,,,,,,"8,10 l/100km",,Usados,45 000        EUR,8089511141,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-750-d-xdrive-pack-m-ID8PsLo9.html,Série 7,,Sim,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Toyota,Hilux,2.4 D-4D 2WD CE,Diesel,Maio,2020,6 000 km,2 393 cm3,150 cv,SUV / TT,Branco,Manual,6,2,3,,,,,Nacional,,,,,,Usados,32 900        EUR,8089252662,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/toyota-hilux-2-4-d-4d-2wd-ce-ID8PrG98.html,,,Sim,Sim,,,36 Meses,,1,15/05/2025,Sim,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Opel,Zafira Life,1.5 CDTi L2H1 Enjoy,Diesel,Abril,2021,93 000 km,1 499 cm3,120 cv,Monovolume,Cinzento,Manual,6,5,9,,,,,Nacional,Sim,Sim,Sim,5 l/100km,,Usados,40 990        EUR,8087777837,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/opel-zafira-life-1-5-cdti-l2h1-enjoy-ID8PlutD.html,,Sim,Sim,Sim,Metalizado,Classe 1,18 Meses,,1,,Sim,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,BMW,318,d Pack M Auto,Diesel,Junho,2021,34 000 km,1 995 cm3,150 cv,Sedan,Branco,Automática,8,4,5,Tracção traseira,120 g/km,Sim,,Importado,Sim,Sim,Sim,,,Usados,41 000        EUR,8089441197,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-d-pack-m-auto-ID8Pstc1.html,Série 3,,Sim,Sim,Pérola,Classe 1,18 Meses,235 €,1,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Hyundai,Kauai,EV 64kWh Premium,Eléctrico,Dezembro,2020,60 475 km,,204 cv,Citadino,Vermelho,Automática,,5,,,,,,Nacional,,,,,,Usados,32 990        EUR,8090591011,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-ev-64kwh-premium-ID8Pxijp.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,BMW,520,d Pack M Auto,Diesel,Dezembro,2017,64 503 km,1 995 cm3,190 cv,Carrinha,Branco,Automática,,5,,,,,,Nacional,,,,,,Usados,39 990        EUR,8090590963,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-pack-m-auto-ID8PxiiD.html,Série 5,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,BMW,530,e iPerformance Line Luxury,Híbrido (Gasolina),Julho,2017,74 493 km,1 998 cm3,252 cv,Sedan,Azul,Automática,,4,,,,,,Nacional,,,,,,Usados,37 990        EUR,8090590920,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-530-e-iperformance-line-luxury-ID8PxihV.html,Série 5,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Citroën,e-C4,Feel Pack,Eléctrico,Outubro,2021,10 962 km,,136 cv,Citadino,Azul,Automática,,5,,,,,,Nacional,,,,,,Usados,33 490        EUR,8090590914,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/citron-e-c4-feel-pack-ID8PxihQ.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,MINI,Countryman,Cooper S E ALL4 Auto,Híbrido (Gasolina),Janeiro,2019,66 097 km,1 499 cm3,224 cv,Citadino,Cinzento,Automática,,5,,,,,,Nacional,,,,,,Usados,31 490        EUR,8090590879,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mini-countryman-cooper-s-e-all4-auto-ID8Pxihh.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Particular,Mercedes-Benz,A 180 Limousine,d AMG Line Aut.,Diesel,Maio,2019,154 641 km,1 461 cm3,116 cv,Sedan,Cinzento,Automática,7,4,,Tracção dianteira,125 g/km,,,,,,,"4,70 l/100km","3,90 l/100km",Usados,33 900        EUR,8090704040,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-limousine-d-amg-line-aut-ID8PxLIs.html,Classe A,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Volvo,XC 40,2.0 D3 Geartronic,Diesel,Outubro,2018,85 132 km,1 969 cm3,150 cv,SUV / TT,Cinzento,Automática,,5,,,,,,Nacional,,,,,,Usados,39 990        EUR,8090590875,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-2-0-d3-geartronic-ID8Pxihd.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
