Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,IVA Discriminado,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Garantia de Stand (incl. no preço),Origem,Livro de Revisões completo,Não fumador,Condição,Preco,ID Anuncio,Data Anuncio,Link,Aceita retoma,Emissões CO2,Sub-modelo,Tipo de cor,Filtro de partículas,Consumo Urbano,Registo(s),2º Chave,Consumo Extra Urbano,Consumo Combinado,IUC,Gancho de Reboque,Inspecção válida até,Autonomia Máxima,Autonomia,Bateria,Garantia de Fábrica até,Capacidade da bateria,Valor sem ISV,Clássico,Consumo,ou até,Site,Portugal,Data
Profissional,Ford,Ranger,2.0 TDCi CD Limited 4WD,Diesel,Abril,2022,26 000 km,1 995 cm3,170 cv,,Sim,Sim,SUV / TT,Preto,Manual,6,4,5,,Integral,18 Meses,Nacional,Sim,,Usados,43 750        EUR,8090674648,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-ranger-2-0-tdci-cd-limited-4wd-ID8PxE4o.html,,183 g/km,,Metalizado,,,,Sim,,,271 €,1,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,VW,Golf,1.4 TSI GTE DSG,Híbrido (Gasolina),Março,2021,22 618 km,1 395 cm3,245 cv,Sim,,,Sedan,Cinzento,Automática,,5,5,,,36 Meses,Importado,,,Usados,33 990        EUR,8090351348,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-1-4-tsi-gte-dsg-ID8PvhXS.html,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Particular,Mercedes-Benz,C 220,d AMG Line,Diesel,Setembro,2019,94 116 km,1 950 cm3,194 cv,,,,Carrinha,Preto,Automática,9,5,,,Tracção traseira,,,,,Usados,32 900        EUR,8090586302,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-amg-line-ID8Pxh5s.html,,143 g/km,Classe C,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Cupra,Formentor,2.0 TDI,Diesel,Janeiro,2022,50 850 km,1 968 cm3,150 cv,Sim,,,SUV / TT,Preto,Manual,,5,5,,,36 Meses,Nacional,,,Usados,34 990        EUR,8090047048,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/cupra-formentor-2-0-tdi-ID8Pw0NO.html,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,A 180,d Style Plus Aut.,Diesel,Março,2021,34 000 km,1 461 cm3,116 cv,,Sim,Sim,Utilitário,Cinzento,Automática,7,5,5,Classe 1,Tracção dianteira,18 Meses,Nacional,Sim,Sim,Usados,31 900        EUR,8089027916,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-style-plus-aut-ID8PqJGc.html,Sim,,Classe A,Metalizado,,,1,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mazda,MX-30,e-SKYACTIV Makoto Modern Confidence,Eléctrico,Março,2023,3 182 km,,145 cv,,,,SUV / TT,Cinzento,Automática,,5,5,Classe 1,Tracção dianteira,66 Meses,Nacional,Sim,Sim,Usados,33 890        EUR,8090570267,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mazda-mx-30-e-skyactiv-makoto-modern-confidence-ID8PxcUP.html,,,,Metalizado,,,,Sim,,,,,,,200 km,Própria,23/03/2029,,,,19 kWh/100km,150 000 km,StandVirtual,Yes,2023-09-22
Profissional,Porsche,Cayenne,Tiptronic,Diesel,Julho,2010,256 000 km,2 967 cm3,240 cv,Sim,,Sim,SUV / TT,Preto,Automática,,5,5,,,18 Meses,Nacional,Sim,Sim,Usados,32 900        EUR,8090674596,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/porsche-cayenne-tiptronic-ID8PxE3y.html,Sim,,,,Sim,,,Sim,,,"628,75 €",,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,X 250,d 4MATIC Aut. PROGRESSIVE EDITION,Diesel,Abril,2018,141 200 km,2 298 cm3,190 cv,,,,SUV / TT,Branco,Automática,7,4,5,,Integral,18 Meses,Importado,Sim,,Usados,44 100        EUR,8090609303,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-x-250-d-4matic-aut-progressive-edition-ID8Pxn4r.html,,207 g/km,Classe X,Pérola,,"9,60 l/100km",1,Sim,"6,90 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Particular,Tesla,Model S,Standard Range,Eléctrico,Novembro,2018,131 900 km,,333 cv,,,,Sedan,Cinzento,Automática,1,5,5,Classe 1,Integral,,,,,Usados,45 000        EUR,8090656614,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-s-standard-range-ID8Pxznv.html,,,,Metalizado,,,,,,,,,,500 km,500 km,Própria,,75 kWh,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,GLC 350,e Coupé AMG Line 4-Matic,Híbrido (Gasolina),Maio,2017,59 242 km,1 991 cm3,320 cv,Sim,Sim,Sim,SUV / TT,Preto,Automática,7,5,5,,Integral,18 Meses,Nacional,Sim,Sim,Usados,44 990        EUR,8090569292,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-350-e-coup-amg-line-4-matic-ID8PxcF6.html,Sim,64 g/km,Classe GLC,Metalizado,Sim,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,CLA 200,d Shooting Brake Style Plus Aut.,Diesel,Novembro,2019,73 681 km,1 950 cm3,150 cv,Sim,,Sim,Carrinha,Preto,Automática,8,5,5,Classe 1,Tracção dianteira,24 Meses,Nacional,Sim,Sim,Usados,38 490        EUR,8089075226,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-d-shooting-brake-style-plus-aut-ID8PqWZg.html,Sim,,Classe CLA,,Sim,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,BMW,530,e iPerformance Pack M,Híbrido (Gasolina),Dezembro,2018,114 294 km,1 998 cm3,252 cv,Sim,,Sim,Sedan,Preto,Automática,,4,5,Classe 1,,18 Meses,Nacional,Sim,,Usados,32 900        EUR,8086593631,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-530-e-iperformance-pack-m-ID8Pgvpx.html,Sim,,Série 5,,Sim,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,BMW,318,d Line Sport,Diesel,Agosto,2019,119 930 km,1 995 cm3,150 cv,Sim,,Sim,Sedan,Azul,Manual,6,4,5,Classe 1,,18 Meses,Nacional,Sim,,Usados,31 500        EUR,8087779649,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-d-line-sport-ID8PluVR.html,Sim,,Série 3,,Sim,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Particular,Mercedes-Benz,A 250,e Style Plus,Híbrido (Gasolina),Novembro,2021,34 500 km,1 332 cm3,218 cv,,,,Utilitário,Branco,Automática,8,5,5,Classe 1,Tracção dianteira,,Importado,,Sim,Usados,34 100        EUR,8088855666,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-style-plus-ID8Pq0RY.html,,22 g/km,Classe A,Mate,,,2,Sim,,,144 €,,01/02/2025,,,,01/11/2024,,,,,100 000 km,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Fevereiro,2019,73 350 km,1 461 cm3,116 cv,Sim,,Sim,Utilitário,Branco,Automática,7,5,5,Classe 1,Tracção dianteira,24 Meses,Nacional,Sim,,Usados,36 490        EUR,8089995759,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PuNsz.html,Sim,123 g/km,Classe A,Pérola,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,C 250,d Aut.,Diesel,Março,2016,72 596 km,2 143 cm3,204 cv,Sim,,Sim,Coupé,Cinzento,Automática,9,2,4,,Tracção traseira,18 Meses,Nacional,,Sim,Usados,35 490        EUR,8090610646,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-d-aut-ID8Pxnq6.html,Sim,121 g/km,Classe C,,,"5,20 l/100km",,Sim,"4,30 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake Style Plus Aut.,Diesel,Abril,2022,28 162 km,1 950 cm3,116 cv,Sim,,Sim,Carrinha,Cinzento,Automática,8,5,5,Classe 1,Tracção dianteira,24 Meses,Nacional,Sim,Sim,Usados,37 990        EUR,8088498466,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-style-plus-aut-ID8PowVG.html,Sim,,Classe CLA,Metalizado,,"5,50 l/100km",,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Março,2021,39 726 km,1 461 cm3,116 cv,Sim,,Sim,Utilitário,Preto,Automática,7,5,5,Classe 1,Tracção dianteira,24 Meses,Nacional,Sim,Sim,Usados,36 490        EUR,8090106519,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8Pwgh1.html,Sim,123 g/km,Classe A,Metalizado,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake Style Plus Aut.,Diesel,Março,2022,30 875 km,1 950 cm3,116 cv,Sim,,Sim,Carrinha,Cinzento,Automática,8,5,,Classe 1,Tracção dianteira,24 Meses,Nacional,Sim,Sim,Usados,37 990        EUR,8088652447,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-style-plus-aut-ID8Ppa0f.html,Sim,,Classe CLA,Metalizado,,"5,50 l/100km",,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,B 180,d Progressive Aut.,Diesel,Abril,2019,55 390 km,1 461 cm3,116 cv,Sim,,Sim,Monovolume,Cinzento,Automática,7,5,5,Classe 1,,24 Meses,Nacional,Sim,Sim,Usados,30 990        EUR,8089198919,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-180-d-progressive-aut-ID8Prsaj.html,Sim,,Classe B,,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Janeiro,2023,16 997 km,1 950 cm3,116 cv,Sim,Sim,Sim,Utilitário,Branco,Automática,8,5,5,,Tracção dianteira,24 Meses,Nacional,Sim,Sim,Usados,41 490        EUR,8090641226,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8Pxwnk.html,Sim,132 g/km,Classe A,,,"5,30 l/100km",,Sim,"3,80 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,CLA 180,d AMG Line Aut.,Diesel,Agosto,2019,55 776 km,1 461 cm3,116 cv,Sim,,Sim,Sedan,Branco,Automática,7,4,5,,Tracção dianteira,24 Meses,Nacional,Sim,Sim,Usados,35 490        EUR,8090641335,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-amg-line-aut-ID8Pxwp5.html,Sim,123 g/km,Classe CLA,,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,E 220,D AMG 7L,Diesel,Junho,2019,87 654 km,1 950 cm3,194 cv,Sim,Sim,Sim,Carrinha,Azul,Automática,9,5,7,,Tracção traseira,24 Meses,Nacional,Sim,Sim,Usados,44 990        EUR,8090520741,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-7l-ID8Px021.html,Sim,135 g/km,Classe E,Metalizado,,"5,90 l/100km",,Sim,"4,70 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,C 200,,Diesel,Julho,2019,44 596 km,1 597 cm3,160 cv,Sim,,Sim,Coupé,Azul,Automática,9,4,4,Classe 1,Tracção traseira,24 Meses,Nacional,Sim,,Usados,38 990        EUR,8090028079,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-ID8PuWRR.html,Sim,,Classe C,Metalizado,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Janeiro,2023,16 096 km,1 950 cm3,116 cv,Sim,Sim,Sim,Utilitário,Branco,Automática,8,5,5,,Tracção dianteira,24 Meses,Nacional,Sim,Sim,Usados,41 490        EUR,8090522133,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8Px0ot.html,Sim,132 g/km,Classe A,,,"5,30 l/100km",,Sim,"3,80 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,C 300,de AMG Line,Híbrido (Diesel),Fevereiro,2020,91 771 km,1 950 cm3,306 cv,Sim,Sim,Sim,Carrinha,Azul,Automática,9,5,5,,Tracção traseira,24 Meses,Nacional,Sim,Sim,Usados,44 490        EUR,8090364665,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-de-amg-line-ID8PvlqF.html,Sim,33 g/km,Classe C,Metalizado,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,VW,Golf,2.0 TDI GTD DSG,Diesel,Março,2019,83 000 km,1 968 cm3,184 cv,,,,Utilitário,Cinzento,Automática,,5,5,,,18 Meses,Importado,,Sim,Usados,31 800        EUR,8090194210,21 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tdi-gtd-dsg-ID8PwD5o.html,Sim,,,,Sim,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,E 220,D Avantgarde,Diesel,Abril,2018,144 677 km,1 950 cm3,194 cv,Sim,Sim,Sim,Carrinha,Azul,Automática,,5,5,,Tracção traseira,18 Meses,Nacional,Sim,Sim,Usados,30 190        EUR,8090618171,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-avantgarde-ID8Pxpnt.html,,147 g/km,Classe E,,,,1,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,A 250,e AMG Line,Híbrido (Gasolina),Setembro,2020,28 581 km,1 332 cm3,218 cv,Sim,Sim,Sim,Utilitário,Preto,Automática,8,5,5,Classe 1,Tracção dianteira,18 Meses,Importado,Sim,Sim,Usados,37 400        EUR,8090617377,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-amg-line-ID8PxpaF.html,Sim,,Classe A,,,,1,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Nissan,Qashqai,1.3 DIG-T Tekna,Gasolina,Outubro,2022,10 000 km,1 332 cm3,140 cv,Sim,Sim,Sim,SUV / TT,Branco,Manual,6,5,5,,Tracção dianteira,36 Meses,Nacional,Sim,,Usados,33 990        EUR,8090619634,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-tekna-ID8PxpL4.html,Sim,145 g/km,,,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,C 250,d,Diesel,Agosto,2016,80 000 km,2 143 cm3,204 cv,,,Sim,Coupé,Preto,Automática,9,3,4,Classe 1,Tracção traseira,36 Meses,Nacional,Sim,Sim,Usados,32 990        EUR,8089847027,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-d-ID8PuaLF.html,Sim,121 g/km,Classe C,Metalizado,,"5,20 l/100km",1,Sim,"4,30 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,GLC 220,,Diesel,Janeiro,2016,80 000 km,2 143 cm3,170 cv,,,Sim,SUV / TT,Cinzento,Automática,,5,5,,,18 Meses,,,,Usados,42 750        EUR,8080825655,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-220-ID8OSjTF.html,,,Classe GLC,Metalizado,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,E 220,d T 9G-TRONIC,Diesel,Outubro,2019,62 253 km,1 950 cm3,194 cv,,,,Carrinha,Preto,Automática,9,5,5,Classe 1,Tracção traseira,18 Meses,,Sim,Sim,Usados,44 900        EUR,8090630218,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-t-9g-tronic-ID8PxswM.html,,128 g/km,Classe E,Metalizado,Sim,"5,80 l/100km",,Sim,"4,30 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,BMW,X2,16 d sDrive Auto Advantage,Diesel,Janeiro,2019,90 000 km,1 496 cm3,116 cv,Sim,,Sim,SUV / TT,Preto,Automática,,5,5,,,18 Meses,,Sim,Sim,Usados,34 500        EUR,8088403724,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x2-16-d-sdrive-auto-advantage-ID8Po7iA.html,Sim,,Série X,Metalizado,Sim,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,BMW,330,e Corporate Edition Auto,Híbrido (Gasolina),Dezembro,2019,50 000 km,1 998 cm3,292 cv,Sim,Sim,Sim,Sedan,Prateado,Automática,,4,5,,,18 Meses,Nacional,Sim,Sim,Usados,36 950        EUR,8088806243,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-330-e-corporate-edition-auto-ID8PpO0P.html,Sim,,Série 3,Metalizado,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,C 200,D AMG Line,Diesel,Junho,2019,80 000 km,1 598 cm3,160 cv,,,Sim,Sedan,Preto,Manual,6,4,5,Classe 1,,18 Meses,,Sim,Sim,Usados,32 900        EUR,8090406783,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-d-amg-line-ID8PvvnZ.html,Sim,,Classe C,Metalizado,Sim,,1,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,GLC 250,,Diesel,Janeiro,2018,180 117 km,2 143 cm3,204 cv,Sim,,Sim,SUV / TT,Cinzento,Automática,9,5,5,Classe 2,,36 Meses,Nacional,,,Usados,44 900        EUR,8090674210,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-250-ID8PxDXk.html,,,Classe GLC,,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Volvo,XC 90,2.0 D5 R-Design AWD,Diesel,Fevereiro,2017,94 390 km,1 969 cm3,235 cv,Sim,,,SUV / TT,Preto,Automática,8,5,7,Classe 2,Integral,18 Meses,Nacional,Sim,Sim,Usados,42 900        EUR,8090580635,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-90-2-0-d5-r-design-awd-ID8PxfC3.html,Sim,207 g/km,,Metalizado,,"6,70 l/100km",,Sim,"5,60 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Toyota,Proace Verso,1.5 D-4D L2 1.2T Comfort 9L PDL,Diesel,Abril,2021,126 078 km,1 499 cm3,120 cv,,,,Monovolume,Branco,Manual,6,5,9,,Tracção dianteira,18 Meses,Nacional,,Sim,Usados,38 900        EUR,8090541825,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/toyota-proace-verso-1-5-d-4d-l2-1-2t-comfort-9l-pdl-ID8Px5v5.html,,171 g/km,,,,"5,20 l/100km",1,Sim,"4,60 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Audi,S3 Limousine,2.0 TFSi quattro,Gasolina,Abril,2014,122 000 km,1 984 cm3,300 cv,,,Sim,Sedan,Preto,Manual,6,4,5,Classe 1,Integral,18 Meses,,Sim,Sim,Usados,34 950        EUR,8088171935,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-s3-limousine-2-0-tfsi-quattro-ID8Pn903.html,Sim,,,Metalizado,,,2,Sim,,7 l/100km,248 €,,30/04/2024,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,GLA 180,d Style,Diesel,Janeiro,2023,24 953 km,1 950 cm3,116 cv,Sim,Sim,Sim,SUV / TT,Preto,Automática,8,5,5,Classe 1,Tracção dianteira,24 Meses,Nacional,Sim,,Usados,42 990        EUR,8090544734,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-180-d-style-ID8Px6h0.html,Sim,141 g/km,Classe GLA,Metalizado,,"5,40 l/100km",,Sim,"4,10 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Volvo,V60,2.0 D4 Inscription Geartronic,Diesel,Abril,2019,54 500 km,1 969 cm3,190 cv,,,Sim,Carrinha,Cinzento,Automática,,5,5,,,18 Meses,Nacional,Sim,Sim,Usados,36 800        EUR,8089386688,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-d4-inscription-geartronic-ID8Psf0Q.html,Sim,,,,Sim,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Peugeot,3008,1.5 BlueHDi Active Pack,Diesel,Março,2023,6 342 km,1 499 cm3,130 cv,Sim,,Sim,SUV / TT,Cinzento,Manual,6,5,5,,,36 Meses,,,,Usados,33 900        EUR,8090605962,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-pack-ID8Pxmcy.html,,,,,,,,,,5 l/100km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Alfa Romeo,Stelvio,2.2 D Super AT8,Diesel,Abril,2018,151 500 km,2 143 cm3,180 cv,,,Sim,SUV / TT,Cinzento,Automática,8,5,5,Classe 1,Tracção traseira,18 Meses,Nacional,Sim,Sim,Usados,30 950        EUR,8089917511,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/alfa-romeo-stelvio-2-2-d-super-at8-ID8Put6w.html,Sim,124 g/km,,Pérola,,"5,50 l/100km",1,Sim,"4,30 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Nissan,Navara,2.3 dCi CD 4WD Tekna,Diesel,Março,2016,168 085 km,2 298 cm3,190 cv,,,,SUV / TT,Castanho,Manual,6,4,5,,,18 Meses,,,,Usados,31 900        EUR,8085691193,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-navara-2-3-dci-cd-4wd-tekna-ID8PcJE5.html,,,,,,,,,,,,,01/03/2024,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,A 45 AMG,4-Matic,Gasolina,Novembro,2015,134 000 km,1 991 cm3,381 cv,Sim,,Sim,Utilitário,Castanho,Automática,7,5,5,Classe 1,,18 Meses,,Sim,Sim,Usados,35 750        EUR,8090267979,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-45-amg-4-matic-ID8PwVhd.html,Sim,,Classe A,Metalizado,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Tesla,Model 3,Standard Range Plus RWD,Eléctrico,Maio,2020,28 408 km,,238 cv,Sim,Sim,Sim,Sedan,Azul,Automática,,4,5,Classe 1,,18 Meses,,,Sim,Usados,37 300        EUR,8090058042,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-3-standard-range-plus-rwd-ID8Pw3F8.html,,,,,,,1,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Peugeot,2008,1.2 PureTech GT Pack EAT8,Gasolina,Janeiro,2023,6 km,1 199 cm3,130 cv,,,Sim,SUV / TT,Azul,Automática,8,5,5,Classe 1,Tracção dianteira,36 Meses,Importado,,,Usados,32 800        EUR,8089821003,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-gt-pack-eat8-ID8Pu3ZW.html,Sim,,,,,,1,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Opel,Mokka-e,GS,Eléctrico,Agosto,2022,8 km,,136 cv,,Sim,Sim,SUV / TT,Cinzento,Automática,,5,,Classe 1,Tracção dianteira,36 Meses,Importado,,,Usados,36 400        EUR,8088993205,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-mokka-e-gs-ID8PqAEl.html,Sim,,,,,,,,,,,,,,,Própria,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Opel,Mokka-e,Elegance,Eléctrico,Agosto,2022,9 km,,136 cv,,,Sim,SUV / TT,Preto,Automática,,5,,Classe 1,Tracção dianteira,36 Meses,Importado,,,Usados,34 800        EUR,8088993353,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-mokka-e-elegance-ID8PqAGJ.html,Sim,,,,,,,,,,,,,,,Própria,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Volvo,XC 40,2.0 D3 Momentum Plus Geartronic,Diesel,Setembro,2018,100 000 km,1 969 cm3,150 cv,Sim,Sim,Sim,SUV / TT,Vermelho,Automática,8,5,5,Classe 1,Tracção dianteira,18 Meses,Nacional,Sim,Sim,Usados,32 800        EUR,8090473087,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-2-0-d3-momentum-plus-geartronic-ID8PvNDp.html,Sim,,,Metalizado,,,1,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Opel,Mokka-e,Edition,Eléctrico,Novembro,2022,5 km,,136 cv,,,Sim,SUV / TT,Cinzento,Automática,,5,5,Classe 1,,36 Meses,Importado,,,Usados,33 200        EUR,8090259724,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-mokka-e-edition-ID8PwU84.html,Sim,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Opel,Mokka-e,Elegance,Eléctrico,Janeiro,2023,13 500 km,,136 cv,,,Sim,SUV / TT,Branco,Automática,,5,5,,,36 Meses,Nacional,,Sim,Usados,37 800        EUR,8090345127,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-mokka-e-elegance-ID8Pvglx.html,Sim,,,,Sim,,,,,,,,,,,Própria,01/01/0001,,,,,,StandVirtual,Yes,2023-09-22
Particular,MINI,John Cooper Works,,Gasolina,Setembro,2017,40 000 km,1 998 cm3,232 cv,,,,Cabrio,Verde,Manual,,3,,,,,,,,Usados,33 700        EUR,8090482084,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-john-cooper-works-ID8PvPYv.html,,,,,,"7,20 l/100km",,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
